frequency_hz,mean_power_per_hz,peak_power_per_hz,group_start_hz,group_end_hz
33643260.9558,1.21981368594e-09,5.47087470556e-09,33618553.1616,33667968.75
33693065.6433,1.09626672298e-09,4.50843436631e-09,33668357.8491,33717773.4375
33742870.3308,1.15383900259e-09,6.61138839718e-09,33718162.5366,33767578.125
33792675.0183,1.58962555786e-09,7.06354946439e-09,33767967.2241,33817382.8125
33842479.7058,1.48529151809e-09,8.10830801624e-09,33817771.9116,33867187.5
33892284.3933,1.94887637346e-09,1.94459739493e-08,33867576.5991,33916992.1875
33942089.0808,1.13828702059e-09,6.04472740827e-09,33917381.2866,33966796.875
33991893.7683,1.82829106226e-09,3.76428125534e-08,33967185.9741,34016601.5625
34041698.4558,1.49881665311e-09,9.23361035855e-09,34016990.6616,34066406.25
34091503.1433,1.38798958257e-09,8.32394783243e-09,34066795.3491,34116210.9375
34141307.8308,1.43038916851e-09,7.1082422758e-09,34116600.0366,34166015.625
34191112.5183,1.34224443507e-09,1.05014355008e-08,34166404.7241,34215820.3125
34240917.2058,1.59876802039e-09,1.08559697199e-08,34216209.4116,34265625
34290721.8933,1.43523833362e-09,8.19638716858e-09,34266014.0991,34315429.6875
34340526.5808,1.12012588331e-09,5.20586654918e-09,34315818.7866,34365234.375
34390331.2683,1.33182602141e-09,6.0532116285e-09,34365623.4741,34415039.0625
34440135.9558,1.46176604212e-09,1.12306528705e-08,34415428.1616,34464843.75
34489940.6433,3.20207457102e-09,2.55520048594e-08,34465232.8491,34514648.4375
34539745.3308,1.90249288529e-09,1.18521522466e-08,34515037.5366,34564453.125
34589550.0183,1.55646013625e-09,8.078452099e-09,34564842.2241,34614257.8125
34639354.7058,1.55180210892e-09,9.74787911199e-09,34614646.9116,34664062.5
34689159.3933,1.47859039821e-09,7.16624891494e-09,34664451.5991,34713867.1875
34738964.0808,1.04028054337e-09,6.070700329e-09,34714256.2866,34763671.875
34788768.7683,1.43846424674e-09,7.93327598513e-09,34764060.9741,34813476.5625
34838573.4558,1.40128053542e-09,1.41340734667e-08,34813865.6616,34863281.25
34888378.1433,1.59345273477e-09,1.18067068737e-08,34863670.3491,34913085.9375
34938182.8308,1.28120897574e-09,5.99603373518e-09,34913475.0366,34962890.625
34987987.5183,1.36574532743e-09,7.47824152822e-09,34963279.7241,35012695.3125
35037792.2058,1.45154884899e-09,1.05891907263e-08,35013084.4116,35062500
35087596.8933,1.57010066282e-09,1.19569103701e-08,35062889.0991,35112304.6875
35137401.5808,1.17940564149e-09,6.2134854806e-09,35112693.7866,35162109.375
35187206.2683,1.9242928627e-09,1.35537587635e-08,35162498.4741,35211914.0625
35237010.9558,1.7273976779e-09,6.85305307479e-09,35212303.1616,35261718.75
35286815.6433,1.54092988085e-09,7.34161017904e-09,35262107.8491,35311523.4375
35336620.3308,1.35378457324e-09,6.21023268658e-09,35311912.5366,35361328.125
35386425.0183,1.63456820615e-09,1.12265237622e-08,35361717.2241,35411132.8125
35436229.7058,1.46831023683e-09,9.30598533381e-09,35411521.9116,35460937.5
35486034.3933,1.40136228655e-09,1.15290380204e-08,35461326.5991,35510742.1875
35535839.0808,1.21008567087e-09,5.34491425352e-09,35511131.2866,35560546.875
35585643.7683,1.96011897981e-09,1.41656158569e-08,35560935.9741,35610351.5625
35635448.4558,1.4993859882e-09,1.20354870324e-08,35610740.6616,35660156.25
35685253.1433,1.55775444187e-09,6.95424679099e-09,35660545.3491,35709960.9375
35735057.8308,2.10361567273e-09,1.12545404533e-08,35710350.0366,35759765.625
35784862.5183,1.87829702313e-09,1.16584154238e-08,35760154.7241,35809570.3125
35834667.2058,2.02383761137e-09,1.24350594618e-08,35809959.4116,35859375
35884471.8933,1.32337223342e-09,1.19092565341e-08,35859764.0991,35909179.6875
35934276.5808,1.35173714766e-09,8.06679298774e-09,35909568.7866,35958984.375
35984081.2683,4.10663465021e-07,2.78645374135e-05,35959373.4741,36008789.0625
36033885.9558,1.77860295211e-09,1.26703115759e-08,36009178.1616,36058593.75
36083690.6433,1.85740707892e-09,9.25765273725e-09,36058982.8491,36108398.4375
36133495.3308,1.90918313206e-09,1.82175097053e-08,36108787.5366,36158203.125
36183300.0183,1.79854250231e-09,9.18308387572e-09,36158592.2241,36208007.8125
36233104.7058,1.81855232564e-09,1.2489101588e-08,36208396.9116,36257812.5
36282909.3933,1.61970839842e-09,8.98473860199e-09,36258201.5991,36307617.1875
36332714.0808,1.30607189002e-09,8.18349263621e-09,36308006.2866,36357421.875
36382518.7683,1.63462402862e-09,5.45277981991e-09,36357810.9741,36407226.5625
36432323.4558,1.41429188619e-09,7.74595834607e-09,36407615.6616,36457031.25
36482128.1433,1.43549061031e-09,6.80791655462e-09,36457420.3491,36506835.9375
36531932.8308,1.12298994504e-09,8.65466230513e-09,36507225.0366,36556640.625
36581737.5183,1.36803195376e-09,7.52890229529e-09,36557029.7241,36606445.3125
36631542.2058,1.47010129944e-09,8.26494513132e-09,36606834.4116,36656250
36681346.8933,1.3542490935e-09,8.64483207646e-09,36656639.0991,36706054.6875
36731151.5808,1.55729463486e-09,7.33502876345e-09,36706443.7866,36755859.375
36780956.2683,1.60984706789e-09,6.97004389286e-09,36756248.4741,36805664.0625
36830760.9558,1.47122081608e-09,9.46369782384e-09,36806053.1616,36855468.75
36880565.6433,1.18800672116e-09,7.06132716223e-09,36855857.8491,36905273.4375
36930370.3308,1.29970130582e-09,7.09991390488e-09,36905662.5366,36955078.125
36980175.0183,1.60210145647e-09,7.36120188497e-09,36955467.2241,37004882.8125
37029979.7058,1.34672031326e-09,6.37731386343e-09,37005271.9116,37054687.5
37079784.3933,9.68283228143e-10,4.33310752721e-09,37055076.5991,37104492.1875
37129589.0808,1.16847673893e-09,9.24051772267e-09,37104881.2866,37154296.875
37179393.7683,1.31774888648e-09,1.41535887958e-08,37154685.9741,37204101.5625
37229198.4558,1.23580371782e-09,5.8150653877e-09,37204490.6616,37253906.25
37279003.1433,1.45882361888e-09,7.20296920837e-09,37254295.3491,37303710.9375
37328807.8308,1.21640450814e-09,8.07341477744e-09,37304100.0366,37353515.625
37378612.5183,1.47951905707e-09,7.94857852228e-09,37353904.7241,37403320.3125
37428417.2058,1.18459103957e-09,8.30209258984e-09,37403709.4116,37453125
37478221.8933,3.91695214044e-09,1.80986667316e-07,37453514.0991,37502929.6875
37528026.5808,1.00504563817e-09,5.60980784376e-09,37503318.7866,37552734.375
37577831.2683,1.46915303387e-09,6.85620294432e-09,37553123.4741,37602539.0625
37627635.9558,1.31559340679e-09,5.56535708977e-09,37602928.1616,37652343.75
37677440.6433,1.45114224886e-09,8.79548411094e-09,37652732.8491,37702148.4375
37727245.3308,1.27485185973e-09,6.63822672415e-09,37702537.5366,37751953.125
37777050.0183,1.23912218111e-09,7.35202666581e-09,37752342.2241,37801757.8125
37826854.7058,1.16652653022e-09,8.48259852567e-09,37802146.9116,37851562.5
37876659.3933,1.52051830946e-09,5.76466783424e-09,37851951.5991,37901367.1875
37926464.0808,9.61529197719e-10,5.44907987521e-09,37901756.2866,37951171.875
37976268.7683,1.88437277778e-09,4.32901801496e-08,37951560.9741,38000976.5625
38026073.4558,1.45046407927e-09,2.12531517468e-08,38001365.6616,38050781.25
38075878.1433,1.07111194797e-09,5.27296112062e-09,38051170.3491,38100585.9375
38125682.8308,1.29414207787e-09,5.51456307197e-09,38100975.0366,38150390.625
38175487.5183,1.05620404222e-09,6.92317973928e-09,38150779.7241,38200195.3125
38225292.2058,1.07679359512e-09,6.13767611333e-09,38200584.4116,38250000
38275096.8933,1.45722119353e-09,7.36240960042e-09,38250389.0991,38299804.6875
38324901.5808,1.45292795872e-09,5.04780376605e-09,38300193.7866,38349609.375
38374706.2683,1.23362695368e-09,9.51738210027e-09,38349998.4741,38399414.0625
38424510.9558,1.26896418527e-09,6.64665126516e-09,38399803.1616,38449218.75
38474315.6433,1.30088545615e-09,7.2575815092e-09,38449607.8491,38499023.4375
38524120.3308,1.33857614788e-09,6.53094793386e-09,38499412.5366,38548828.125
38573925.0183,1.23685057992e-09,1.03040795181e-08,38549217.2241,38598632.8125
38623729.7058,1.12405354051e-09,5.81514100534e-09,38599021.9116,38648437.5
38673534.3933,1.33728563573e-09,8.70975204754e-09,38648826.5991,38698242.1875
38723339.0808,1.09826880744e-09,6.10751275851e-09,38698631.2866,38748046.875
38773143.7683,1.26820894466e-09,5.51626470952e-09,38748435.9741,38797851.5625
38822948.4558,1.2134278993e-09,1.15323724961e-08,38798240.6616,38847656.25
38872753.1433,1.31873103272e-09,1.09632586922e-08,38848045.3491,38897460.9375
38922557.8308,1.43819696909e-09,7.27168873947e-09,38897850.0366,38947265.625
38972362.5183,1.14990735917e-09,7.74473112293e-09,38947654.7241,38997070.3125
39022167.2058,1.63745537691e-09,2.38820907603e-08,38997459.4116,39046875
39071971.8933,1.71690518849e-09,1.01636769758e-08,39047264.0991,39096679.6875
39121776.5808,1.46351318534e-09,7.77031716218e-09,39097068.7866,39146484.375
39171581.2683,1.40404443315e-09,6.99616703598e-09,39146873.4741,39196289.0625
39221385.9558,1.11088232732e-09,4.70622574072e-09,39196678.1616,39246093.75
39271190.6433,1.30629885567e-09,7.416860417e-09,39246482.8491,39295898.4375
39320995.3308,1.07957211044e-09,3.84265862266e-09,39296287.5366,39345703.125
39370800.0183,1.36931080737e-09,6.73726236018e-09,39346092.2241,39395507.8125
39420604.7058,1.20997705307e-09,4.67596077139e-09,39395896.9116,39445312.5
39470409.3933,1.0896623565e-09,5.55058718405e-09,39445701.5991,39495117.1875
39520214.0808,1.05743384009e-09,6.12700031868e-09,39495506.2866,39544921.875
39570018.7683,1.16820563637e-09,5.08573480531e-09,39545310.9741,39594726.5625
39619823.4558,1.10690103192e-09,5.14846439084e-09,39595115.6616,39644531.25
39669628.1433,1.21143067946e-09,5.64039196045e-09,39644920.3491,39694335.9375
39719432.8308,1.32022248153e-09,8.36800646028e-09,39694725.0366,39744140.625
39769237.5183,1.00085415018e-09,6.7613178433e-09,39744529.7241,39793945.3125
39819042.2058,1.16784230787e-09,7.12531827154e-09,39794334.4116,39843750
39868846.8933,1.20422035528e-09,6.07122186014e-09,39844139.0991,39893554.6875
39918651.5808,1.32097218433e-09,5.4514308912e-09,39893943.7866,39943359.375
39968456.2683,1.17022681513e-09,5.94920585371e-09,39943748.4741,39993164.0625
40018260.9558,1.84045222089e-09,2.35106744045e-08,39993553.1616,40042968.75
40068065.6433,1.16070927791e-09,4.62571423269e-09,40043357.8491,40092773.4375
40117870.3308,1.01269154606e-09,5.72869141394e-09,40093162.5366,40142578.125
40167675.0183,1.05198292103e-09,7.87355058331e-09,40142967.2241,40192382.8125
40217479.7058,1.34834013333e-09,5.72424717381e-09,40192771.9116,40242187.5
40267284.3933,1.30147053398e-09,9.67900739338e-09,40242576.5991,40291992.1875
40317089.0808,1.02842001772e-09,4.98834188825e-09,40292381.2866,40341796.875
40366893.7683,1.16583437535e-09,6.40252382556e-09,40342185.9741,40391601.5625
40416698.4558,1.17893823196e-09,6.42385410652e-09,40391990.6616,40441406.25
40466503.1433,1.54009648743e-09,6.47612553127e-09,40441795.3491,40491210.9375
40516307.8308,1.23324341595e-09,6.06960574699e-09,40491600.0366,40541015.625
40566112.5183,1.13761441941e-09,4.3737527857e-09,40541404.7241,40590820.3125
40615917.2058,1.21818022984e-09,6.46192494104e-09,40591209.4116,40640625
40665721.8933,1.72305139559e-09,7.75564689365e-09,40641014.0991,40690429.6875
40715526.5808,1.40245198186e-09,7.49002329687e-09,40690818.7866,40740234.375
40765331.2683,1.04545058301e-09,6.60591601373e-09,40740623.4741,40790039.0625
40815135.9558,1.3385728511e-09,5.71154332935e-09,40790428.1616,40839843.75
40864940.6433,1.21447341281e-09,5.49079111325e-09,40840232.8491,40889648.4375
40914745.3308,1.15061238466e-09,5.27479219475e-09,40890037.5366,40939453.125
40964550.0183,1.19073673614e-09,7.68904356217e-09,40939842.2241,40989257.8125
41014354.7058,1.40821495809e-09,1.08356844613e-08,40989646.9116,41039062.5
41064159.3933,1.22194606537e-09,1.00032962951e-08,41039451.5991,41088867.1875
41113964.0808,1.76575792249e-09,1.1769113408e-08,41089256.2866,41138671.875
41163768.7683,1.33994729143e-09,8.67259577149e-09,41139060.9741,41188476.5625
41213573.4558,1.27908809471e-09,6.37527379271e-09,41188865.6616,41238281.25
41263378.1433,9.87426614325e-10,6.32195165493e-09,41238670.3491,41288085.9375
41313182.8308,1.29288609493e-09,8.7487623638e-09,41288475.0366,41337890.625
41362987.5183,1.31629007614e-09,7.98060139147e-09,41338279.7241,41387695.3125
41412792.2058,1.38089722627e-09,1.5738655523e-08,41388084.4116,41437500
41462596.8933,1.15952797866e-09,5.52099758261e-09,41437889.0991,41487304.6875
41512401.5808,1.25442972672e-09,6.01887649738e-09,41487693.7866,41537109.375
41562206.2683,1.3211976137e-09,8.9828700488e-09,41537498.4741,41586914.0625
41612010.9558,1.56043740811e-09,1.03036268845e-08,41587303.1616,41636718.75
41661815.6433,1.40972613533e-09,8.34837900126e-09,41637107.8491,41686523.4375
41711620.3308,1.31357567974e-09,5.9108809052e-09,41686912.5366,41736328.125
41761425.0183,1.10109078812e-09,4.85368546848e-09,41736717.2241,41786132.8125
41811229.7058,1.03554614711e-09,8.88861867594e-09,41786521.9116,41835937.5
41861034.3933,1.46227964263e-09,9.27553514596e-09,41836326.5991,41885742.1875
41910839.0808,1.04126963269e-09,5.01656804098e-09,41886131.2866,41935546.875
41960643.7683,1.29718608849e-09,7.75883952327e-09,41935935.9741,41985351.5625
42010448.4558,1.38122430117e-09,9.11256201708e-09,41985740.6616,42035156.25
42060253.1433,1.29150401937e-09,8.64635198801e-09,42035545.3491,42084960.9375
42110057.8308,1.09611206355e-09,4.3583962957e-09,42085350.0366,42134765.625
42159862.5183,1.29663060464e-09,5.81658420727e-09,42135154.7241,42184570.3125
42209667.2058,1.45177564808e-09,8.87027158621e-09,42184959.4116,42234375
42259471.8933,1.30084525998e-09,5.12383145628e-09,42234764.0991,42284179.6875
42309276.5808,1.3872021281e-09,4.93911450072e-09,42284568.7866,42333984.375
42359081.2683,1.26297507958e-09,5.93612632366e-09,42334373.4741,42383789.0625
42408885.9558,1.64872851761e-09,6.39890891649e-09,42384178.1616,42433593.75
42458690.6433,1.72904428281e-09,8.66010274373e-09,42433982.8491,42483398.4375
42508495.3308,1.34924792314e-09,9.04224672227e-09,42483787.5366,42533203.125
42558300.0183,1.78149757976e-09,1.47825784718e-08,42533592.2241,42583007.8125
42608104.7058,1.57828944409e-09,9.90005495578e-09,42583396.9116,42632812.5
42657909.3933,1.47247586076e-09,8.413026228e-09,42633201.5991,42682617.1875
42707714.0808,1.27316475544e-09,4.90146823604e-09,42683006.2866,42732421.875
42757518.7683,1.63191753078e-09,7.16202793839e-09,42732810.9741,42782226.5625
42807323.4558,1.75192684605e-09,9.97324812578e-09,42782615.6616,42832031.25
42857128.1433,1.82232968464e-09,6.62760007526e-09,42832420.3491,42881835.9375
42906932.8308,1.17094254604e-09,4.93486661254e-09,42882225.0366,42931640.625
42956737.5183,1.60108695667e-09,8.37120813304e-09,42932029.7241,42981445.3125
43006542.2058,1.78105201173e-09,1.33993622533e-08,42981834.4116,43031250
43056346.8933,1.71301599065e-09,1.22228776108e-08,43031639.0991,43081054.6875
43106151.5808,1.39747114299e-09,9.29042489768e-09,43081443.7866,43130859.375
43155956.2683,1.34438602783e-09,7.27675717863e-09,43131248.4741,43180664.0625
43205760.9558,1.57450057556e-09,9.27792818869e-09,43181053.1616,43230468.75
43255565.6433,1.65092996936e-09,9.58093367038e-09,43230857.8491,43280273.4375
43305370.3308,1.49033961634e-09,1.20650434579e-08,43280662.5366,43330078.125
43355175.0183,1.94185292439e-09,1.54160284894e-08,43330467.2241,43379882.8125
43404979.7058,2.01803816053e-09,1.74247798646e-08,43380271.9116,43429687.5
43454784.3933,1.83035326851e-09,1.1524274884e-08,43430076.5991,43479492.1875
43504589.0808,1.94793137315e-09,1.48303699131e-08,43479881.2866,43529296.875
43554393.7683,1.57887759286e-09,6.29752245239e-09,43529685.9741,43579101.5625
43604198.4558,2.2175755864e-09,1.04379658281e-08,43579490.6616,43628906.25
43654003.1433,1.86764895413e-09,1.62303543091e-08,43629295.3491,43678710.9375
43703807.8308,1.71013075804e-09,9.47181546822e-09,43679100.0366,43728515.625
43753612.5183,1.79355534185e-09,8.21161291545e-09,43728904.7241,43778320.3125
43803417.2058,2.04040327491e-09,9.60435857794e-09,43778709.4116,43828125
43853221.8933,2.14738377676e-09,1.47757223327e-08,43828514.0991,43877929.6875
43903026.5808,2.22226270328e-09,1.80287044622e-08,43878318.7866,43927734.375
43952831.2683,1.70439052341e-09,1.80609765765e-08,43928123.4741,43977539.0625
44002635.9558,2.37857135212e-09,8.95186958667e-09,43977928.1616,44027343.75
44052440.6433,1.93419058051e-09,9.33162136579e-09,44027732.8491,44077148.4375
44102245.3308,1.72955168193e-09,8.52708428217e-09,44077537.5366,44126953.125
44152050.0183,2.17802054992e-09,1.43171755633e-08,44127342.2241,44176757.8125
44201854.7058,2.18038044164e-09,1.09242442619e-08,44177146.9116,44226562.5
44251659.3933,2.06388538805e-09,1.67217559613e-08,44226951.5991,44276367.1875
44301464.0808,2.1394773164e-09,1.30059666183e-08,44276756.2866,44326171.875
44351268.7683,2.20594369163e-09,2.96242774514e-08,44326560.9741,44375976.5625
44401073.4558,2.795900969e-09,2.15873711783e-08,44376365.6616,44425781.25
44450878.1433,2.66879022293e-09,3.46860258578e-08,44426170.3491,44475585.9375
44500682.8308,2.10279479755e-09,1.42426111042e-08,44475975.0366,44525390.625
44550487.5183,2.26228351287e-09,9.81694736562e-09,44525779.7241,44575195.3125
44600292.2058,2.63782568391e-09,2.56971132235e-08,44575584.4116,44625000
44650096.8933,2.16949691401e-09,1.39428815406e-08,44625389.0991,44674804.6875
44699901.5808,2.24235130376e-09,1.0976285072e-08,44675193.7866,44724609.375
44749706.2683,2.63396551689e-09,1.42786687138e-08,44724998.4741,44774414.0625
44799510.9558,3.06704497497e-09,3.24072225157e-08,44774803.1616,44824218.75
44849315.6433,1.99007013912e-09,9.03204109429e-09,44824607.8491,44874023.4375
44899120.3308,2.01838395476e-09,1.55902013917e-08,44874412.5366,44923828.125
44948925.0183,2.97103368934e-09,1.52373522263e-08,44924217.2241,44973632.8125
44998729.7058,3.58739400108e-09,6.82542032234e-08,44974021.9116,45023437.5
45048534.3933,2.63822733924e-09,1.99182114315e-08,45023826.5991,45073242.1875
45098339.0808,3.53224617298e-09,2.44739507157e-08,45073631.2866,45123046.875
45148143.7683,2.37064894322e-09,1.51352644096e-08,45123435.9741,45172851.5625
45197948.4558,2.58655204409e-09,1.7969698854e-08,45173240.6616,45222656.25
45247753.1433,2.55393011304e-09,1.25769115626e-08,45223045.3491,45272460.9375
45297557.8308,2.37186288842e-09,1.20397836543e-08,45272850.0366,45322265.625
45347362.5183,2.41704355024e-09,2.27209517753e-08,45322654.7241,45372070.3125
45397167.2058,3.87458695379e-09,5.36732818143e-08,45372459.4116,45421875
45446971.8933,3.33111353001e-09,1.91999240538e-08,45422264.0991,45471679.6875
45496776.5808,2.30331270251e-09,1.39985500093e-08,45472068.7866,45521484.375
45546581.2683,2.42059302572e-09,1.63765585517e-08,45521873.4741,45571289.0625
45596385.9558,3.35591103564e-09,4.34435352008e-08,45571678.1616,45621093.75
45646190.6433,2.79951840117e-09,5.10888725389e-08,45621482.8491,45670898.4375
45695995.3308,2.15127833916e-09,2.68843439032e-08,45671287.5366,45720703.125
45745800.0183,2.33325685951e-09,1.15904145767e-08,45721092.2241,45770507.8125
45795604.7058,3.73281260512e-09,5.24638896511e-08,45770896.9116,45820312.5
45845409.3933,2.43314002233e-09,1.78032197947e-08,45820701.5991,45870117.1875
45895214.0808,2.31798097061e-09,2.38167725158e-08,45870506.2866,45919921.875
45945018.7683,1.99074779933e-09,1.45200183998e-08,45920310.9741,45969726.5625
45994823.4558,2.98925656375e-09,4.6706252151e-08,45970115.6616,46019531.25
46044628.1433,3.15895133965e-09,4.1075702145e-08,46019920.3491,46069335.9375
46094432.8308,2.25025432635e-09,1.2643820216e-08,46069725.0366,46119140.625
46144237.5183,2.04209767956e-09,9.06949573815e-09,46119529.7241,46168945.3125
46194042.2058,3.70648708311e-09,7.80358416438e-08,46169334.4116,46218750
46243846.8933,3.11465080471e-09,5.54791980805e-08,46219139.0991,46268554.6875
46293651.5808,2.3650187731e-09,1.37706631566e-08,46268943.7866,46318359.375
46343456.2683,2.17498218212e-09,1.10963392654e-08,46318748.4741,46368164.0625
46393260.9558,4.47078846511e-09,9.52950389912e-08,46368553.1616,46417968.75
46443065.6433,3.85731742837e-09,7.62111686721e-08,46418357.8491,46467773.4375
46492870.3308,4.8483697195e-09,1.50506777368e-07,46468162.5366,46517578.125
46542675.0183,2.16321848784e-09,1.07221488298e-08,46517967.2241,46567382.8125
46592479.7058,4.14882163201e-09,8.65332395035e-08,46567771.9116,46617187.5
46642284.3933,3.37727949235e-09,9.2766130973e-08,46617576.5991,46666992.1875
46692089.0808,2.20868739572e-09,1.09228705989e-08,46667381.2866,46716796.875
46741893.7683,1.91638031732e-09,1.18910035296e-08,46717185.9741,46766601.5625
46791698.4558,5.17099720136e-09,1.05687916775e-07,46766990.6616,46816406.25
46841503.1433,3.89373045148e-09,9.81639834785e-08,46816795.3491,46866210.9375
46891307.8308,1.7562802419e-09,1.81246229933e-08,46866600.0366,46916015.625
46941112.5183,1.71896836734e-09,9.38638027702e-09,46916404.7241,46965820.3125
46990917.2058,5.42455085465e-09,1.01923139767e-07,46966209.4116,47015625
47040721.8933,3.38658600721e-09,8.07236906526e-08,47016014.0991,47065429.6875
47090526.5808,1.75710163012e-09,1.25666673448e-08,47065818.7866,47115234.375
47140331.2683,1.82929966588e-09,9.23110185105e-09,47115623.4741,47165039.0625
47190135.9558,4.51775603082e-09,1.34291789937e-07,47165428.1616,47214843.75
47239940.6433,2.79491974518e-09,9.5880927515e-08,47215232.8491,47264648.4375
47289745.3308,1.74550792138e-09,1.04252111297e-08,47265037.5366,47314453.125
47339550.0183,1.74030337183e-09,1.11302864219e-08,47314842.2241,47364257.8125
47389354.7058,4.27016228878e-09,1.22820334798e-07,47364646.9116,47414062.5
47439159.3933,3.86518046153e-09,1.13191585761e-07,47414451.5991,47463867.1875
47488964.0808,2.17262585228e-09,1.193753191e-08,47464256.2866,47513671.875
47538768.7683,2.00697467092e-09,1.07861237762e-08,47514060.9741,47563476.5625
47588573.4558,4.42247933258e-09,7.63055382113e-08,47563865.6616,47613281.25
47638378.1433,3.86055499763e-09,7.20212039666e-08,47613670.3491,47663085.9375
47688182.8308,2.23771783899e-09,1.34229427674e-08,47663475.0366,47712890.625
47737987.5183,2.55460364572e-09,2.58361263618e-08,47713279.7241,47762695.3125
47787792.2058,5.45491521643e-09,1.06205169505e-07,47763084.4116,47812500
47837596.8933,3.69938798176e-09,5.28144073953e-08,47812889.0991,47862304.6875
47887401.5808,2.56946767585e-09,1.65460307162e-08,47862693.7866,47912109.375
47937206.2683,3.0996363098e-09,2.33738485189e-08,47912498.4741,47961914.0625
47987010.9558,4.25436406118e-08,3.17036860184e-06,47962303.1616,48011718.75
48036815.6433,3.77678183719e-09,4.42314980219e-08,48012107.8491,48061523.4375
48086620.3308,2.99647790381e-09,2.43611364947e-08,48061912.5366,48111328.125
48136425.0183,3.12676285154e-09,2.32795544407e-08,48111717.2241,48161132.8125
48186229.7058,3.83776974455e-09,6.65874950575e-08,48161521.9116,48210937.5
48236034.3933,3.26642414765e-09,4.34448651969e-08,48211326.5991,48260742.1875
48285839.0808,3.0848970769e-09,2.90434641977e-08,48261131.2866,48310546.875
48335643.7683,3.16555202725e-09,1.7615274897e-08,48310935.9741,48360351.5625
48385448.4558,3.78832231253e-09,4.25341681115e-08,48360740.6616,48410156.25
48435253.1433,2.51966147706e-09,3.88624674258e-08,48410545.3491,48459960.9375
48485057.8308,1.95488299189e-09,1.22902800107e-08,48460350.0366,48509765.625
48534862.5183,1.86964836307e-09,6.97805427612e-09,48510154.7241,48559570.3125
48584667.2058,2.30489966447e-09,4.8303959775e-08,48559959.4116,48609375
48634471.8933,2.27532086324e-09,3.11682114947e-08,48609764.0991,48659179.6875
48684276.5808,1.67057436166e-09,1.1564761386e-08,48659568.7866,48708984.375
48734081.2683,1.4241418581e-09,7.14143551105e-09,48709373.4741,48758789.0625
48783885.9558,2.26014680774e-09,2.78539089061e-08,48759178.1616,48808593.75
48833690.6433,2.07358316414e-09,1.89631786205e-08,48808982.8491,48858398.4375
48883495.3308,1.88031864587e-09,7.70184733141e-09,48858787.5366,48908203.125
48933300.0183,1.92534534337e-09,1.12689463328e-08,48908592.2241,48958007.8125
48983104.7058,2.8784241982e-09,1.73012618004e-08,48958396.9116,49007812.5
49032909.3933,1.69730580824e-09,2.07627227842e-08,49008201.5991,49057617.1875
49082714.0808,1.67716230854e-09,1.45460816718e-08,49058006.2866,49107421.875
49132518.7683,1.92041805572e-09,1.27213762707e-08,49107810.9741,49157226.5625
49182323.4558,1.84682658289e-09,1.48753391297e-08,49157615.6616,49207031.25
49232128.1433,1.89681930428e-09,1.17316857818e-08,49207420.3491,49256835.9375
49281932.8308,1.32141286351e-09,4.86007910895e-09,49257225.0366,49306640.625
49331737.5183,1.1781837732e-09,5.42412088153e-09,49307029.7241,49356445.3125
49381542.2058,2.02991875021e-09,1.48691999409e-08,49356834.4116,49406250
49431346.8933,1.55221940542e-09,1.16512717898e-08,49406639.0991,49456054.6875
49481151.5808,1.93382600763e-09,2.22019467562e-08,49456443.7866,49505859.375
49530956.2683,1.84109954264e-09,9.55297329164e-09,49506248.4741,49555664.0625
49580760.9558,1.81808984292e-09,2.12526219139e-08,49556053.1616,49605468.75
49630565.6433,1.61142148408e-09,1.46586016792e-08,49605857.8491,49655273.4375
49680370.3308,1.63137393745e-09,6.64764594316e-09,49655662.5366,49705078.125
49730175.0183,1.5138811407e-09,7.87561423602e-09,49705467.2241,49754882.8125
49779979.7058,1.65639872817e-09,1.82522690472e-08,49755271.9116,49804687.5
49829784.3933,2.0550303042e-09,2.19586265162e-08,49805076.5991,49854492.1875
49879589.0808,2.20044897555e-09,1.08718649394e-08,49854881.2866,49904296.875
49929393.7683,1.76099226946e-09,9.62883782466e-09,49904685.9741,49954101.5625
49979198.4558,2.96625208587e-09,6.5833370796e-08,49954490.6616,50003906.25
50029003.1433,2.80861690631e-09,4.01118008291e-08,50004295.3491,50053710.9375
50078807.8308,1.54426145673e-09,6.85555297583e-09,50054100.0366,50103515.625
50128612.5183,1.75250874748e-09,9.46408651852e-09,50103904.7241,50153320.3125
50178417.2058,1.55520418137e-09,1.04662912865e-08,50153709.4116,50203125
50228221.8933,1.96839740321e-09,7.36288379301e-09,50203514.0991,50252929.6875
50278026.5808,1.70790693796e-09,9.09168144768e-09,50253318.7866,50302734.375
50327831.2683,2.02169760299e-09,1.24694127542e-08,50303123.4741,50352539.0625
50377635.9558,2.15652314673e-09,8.52535731261e-09,50352928.1616,50402343.75
50427440.6433,2.61323594392e-09,1.4989888486e-08,50402732.8491,50452148.4375
50477245.3308,2.2176855558e-09,1.11224703585e-08,50452537.5366,50501953.125
50527050.0183,2.73719397718e-09,1.10678830249e-08,50502342.2241,50551757.8125
50576854.7058,2.38164350274e-09,1.43862580625e-08,50552146.9116,50601562.5
50626659.3933,2.14613734406e-09,8.22624082304e-09,50601951.5991,50651367.1875
50676464.0808,2.06714756582e-09,1.25721019556e-08,50651756.2866,50701171.875
50726268.7683,2.1877809111e-09,1.4225803016e-08,50701560.9741,50750976.5625
50776073.4558,2.14616404412e-09,1.03662387879e-08,50751365.6616,50800781.25
