view,offset_hz,tx_on_receiver_db_per_hz,rf_off_receiver_db_per_hz
image,5511.475,-99.225290,-102.666293
image,5520.630,-98.539145,-102.649159
image,5529.785,-98.047622,-102.981410
image,5538.940,-96.979928,-103.596540
image,5548.096,-96.799744,-103.174495
image,5557.251,-97.040333,-102.422284
image,5566.406,-96.952700,-100.711651
image,5575.562,-97.436077,-100.897001
image,5584.717,-97.443086,-103.280547
image,5593.872,-98.573939,-104.149473
image,5603.027,-97.334168,-104.206563
image,5612.183,-97.886365,-102.847344
image,5621.338,-98.248916,-103.289324
image,5630.493,-98.746689,-103.830390
image,5639.648,-98.162023,-102.285526
image,5648.804,-97.468483,-101.796541
image,5657.959,-98.204673,-102.213329
image,5667.114,-99.637858,-102.137319
image,5676.270,-98.971765,-103.014355
image,5685.425,-97.806224,-104.604836
image,5694.580,-97.172916,-104.205183
image,5703.735,-96.659021,-102.922846
image,5712.891,-97.084722,-102.798667
image,5722.046,-98.384256,-103.230166
image,5731.201,-97.644192,-102.554670
image,5740.356,-98.327227,-104.319808
image,5749.512,-99.872185,-104.499523
image,5758.667,-98.399197,-102.828834
image,5767.822,-98.840377,-102.374427
image,5776.978,-97.520644,-101.921416
image,5786.133,-98.007414,-103.699354
image,5795.288,-99.316152,-103.629155
image,5804.443,-98.621166,-102.570883
image,5813.599,-97.974591,-102.726532
image,5822.754,-98.356787,-101.520212
image,5831.909,-99.240869,-101.609809
image,5841.064,-98.176162,-103.445965
image,5850.220,-99.452023,-102.904186
image,5859.375,-98.706836,-102.578370
image,5868.530,-97.865656,-103.694983
image,5877.686,-98.856204,-102.588645
image,5886.841,-99.075416,-103.879354
image,5895.996,-99.295198,-103.185286
image,5905.151,-97.858022,-103.384832
image,5914.307,-98.924938,-103.720309
image,5923.462,-99.404981,-103.396034
image,5932.617,-97.985199,-103.486322
image,5941.772,-98.890369,-103.014711
image,5950.928,-100.031910,-103.106872
image,5960.083,-98.032817,-102.762520
image,5969.238,-97.055540,-103.305652
image,5978.394,-97.416957,-103.734585
image,5987.549,-98.800300,-104.849475
image,5996.704,-98.259662,-103.556916
image,6005.859,-99.103262,-104.034745
image,6015.015,-99.541840,-102.895248
image,6024.170,-98.258302,-101.210873
image,6033.325,-97.642206,-102.665815
image,6042.480,-98.757046,-103.032656
image,6051.636,-98.609252,-102.777283
image,6060.791,-98.961033,-102.777332
image,6069.946,-97.861582,-103.773250
image,6079.102,-97.876496,-102.931253
image,6088.257,-97.840358,-103.740674
image,6097.412,-97.948532,-102.560248
image,6106.567,-99.675545,-101.567940
image,6115.723,-98.227972,-101.871281
image,6124.878,-98.456320,-103.677376
image,6134.033,-99.005658,-104.563013
image,6143.188,-99.870387,-103.754101
image,6152.344,-99.822002,-103.617019
image,6161.499,-100.226485,-103.157931
image,6170.654,-101.209787,-102.656089
image,6179.810,-99.823454,-102.942786
image,6188.965,-98.060954,-103.559620
image,6198.120,-97.829527,-103.793657
image,6207.275,-98.602959,-104.662664
image,6216.431,-98.473716,-104.143926
image,6225.586,-99.771674,-103.301314
image,6234.741,-100.193587,-102.209971
image,6243.896,-100.528619,-102.199151
image,6253.052,-100.229083,-103.139776
image,6262.207,-99.657604,-103.504101
image,6271.362,-99.157768,-104.258470
image,6280.518,-97.739928,-101.253796
image,6289.673,-98.499079,-101.105650
image,6298.828,-99.360382,-102.211194
image,6307.983,-98.089607,-103.910677
image,6317.139,-97.858962,-105.250558
image,6326.294,-98.509847,-102.811828
image,6335.449,-99.302982,-103.527449
image,6344.604,-99.259089,-102.193147
image,6353.760,-100.084167,-103.488969
image,6362.915,-99.500391,-105.686348
image,6372.070,-96.861768,-104.512023
image,6381.226,-97.586948,-102.576606
image,6390.381,-99.121074,-101.774991
image,6399.536,-98.774001,-101.441186
image,6408.691,-98.673707,-102.698812
image,6417.847,-99.535980,-103.364713
image,6427.002,-99.230703,-104.028113
image,6436.157,-99.394204,-103.746263
image,6445.312,-98.951999,-103.488008
image,6454.468,-98.517167,-102.743527
image,6463.623,-99.137314,-103.323876
image,6472.778,-100.360323,-103.893024
image,6481.934,-98.707651,-103.221733
image,6491.089,-99.564065,-103.737760
image,6500.244,-99.524749,-104.196826
image,6509.399,-99.655897,-103.303521
image,6518.555,-98.808782,-101.933150
image,6527.710,-99.433318,-103.433017
image,6536.865,-99.935236,-104.249861
image,6546.021,-99.998968,-104.286625
image,6555.176,-98.117630,-102.979612
image,6564.331,-98.056988,-102.806785
image,6573.486,-98.744500,-102.991645
image,6582.642,-99.225036,-102.144633
image,6591.797,-98.575671,-103.252292
image,6600.952,-99.043893,-103.933853
image,6610.107,-99.312227,-102.847863
image,6619.263,-98.874992,-102.132378
image,6628.418,-98.974543,-104.242516
image,6637.573,-98.675657,-104.116252
image,6646.729,-98.767119,-103.197821
image,6655.884,-98.427449,-103.056292
image,6665.039,-99.074179,-103.244838
image,6674.194,-99.799318,-103.223490
image,6683.350,-98.513320,-103.403253
image,6692.505,-97.845068,-102.636639
image,6701.660,-97.990232,-102.870769
image,6710.815,-99.093794,-103.229964
image,6719.971,-99.747214,-102.881863
image,6729.126,-100.935120,-102.850041
image,6738.281,-99.896527,-102.768856
image,6747.437,-99.310044,-102.009544
image,6756.592,-98.465590,-101.368255
image,6765.747,-99.360130,-102.194361
image,6774.902,-100.922206,-103.906973
image,6784.058,-100.545392,-104.255655
image,6793.213,-100.293790,-104.242477
image,6802.368,-100.078834,-103.111238
image,6811.523,-98.473405,-103.189346
image,6820.679,-98.700978,-103.349134
image,6829.834,-98.007189,-102.807418
image,6838.989,-98.812610,-104.504090
image,6848.145,-100.129922,-104.836663
image,6857.300,-99.427018,-104.596574
image,6866.455,-98.739903,-102.384557
image,6875.610,-98.153615,-102.137623
image,6884.766,-99.002229,-103.619556
image,6893.921,-99.514924,-103.220628
image,6903.076,-99.183442,-103.337177
image,6912.231,-98.439286,-104.149854
image,6921.387,-98.560625,-104.348894
image,6930.542,-98.456015,-104.498357
image,6939.697,-99.008968,-102.918152
image,6948.853,-98.141993,-103.217229
image,6958.008,-97.976675,-102.932475
image,6967.163,-97.050105,-103.943881
image,6976.318,-98.985867,-104.266588
image,6985.474,-99.449968,-104.365108
image,6994.629,-98.285757,-104.636122
image,7003.784,-97.861074,-105.203519
image,7012.939,-98.089643,-105.047071
image,7022.095,-98.209787,-103.114993
image,7031.250,-98.517300,-102.785274
image,7040.405,-99.422563,-104.409801
image,7049.561,-99.082269,-103.611969
image,7058.716,-99.843001,-103.451527
image,7067.871,-99.538033,-103.272933
image,7077.026,-98.339997,-102.404572
image,7086.182,-98.543252,-104.046953
image,7095.337,-98.312108,-103.596954
image,7104.492,-98.702930,-103.746696
image,7113.647,-100.023951,-103.861257
image,7122.803,-99.635128,-103.545399
image,7131.958,-98.620147,-104.053990
image,7141.113,-98.375870,-103.268746
image,7150.269,-97.780861,-103.129910
image,7159.424,-98.488558,-103.501717
image,7168.579,-99.696496,-102.847777
image,7177.734,-98.424498,-102.190999
image,7186.890,-97.011897,-101.929267
image,7196.045,-96.899282,-103.012143
image,7205.200,-97.859468,-103.766961
image,7214.355,-98.465768,-104.316791
image,7223.511,-98.280466,-103.877828
image,7232.666,-98.245293,-104.158148
image,7241.821,-98.281859,-105.179720
image,7250.977,-99.246412,-104.210579
image,7260.132,-99.838431,-104.290958
image,7269.287,-99.653858,-103.804886
image,7278.442,-98.914068,-103.956413
image,7287.598,-99.166463,-104.137005
image,7296.753,-99.228400,-104.520699
image,7305.908,-96.633836,-103.081922
image,7315.063,-97.011216,-102.624104
image,7324.219,-96.972598,-102.793197
image,7333.374,-97.095625,-102.138373
image,7342.529,-98.372411,-102.668974
image,7351.685,-97.337335,-102.085985
image,7360.840,-96.817060,-101.907234
image,7369.995,-98.299099,-102.677577
image,7379.150,-99.505000,-103.374635
image,7388.306,-98.623262,-104.134269
image,7397.461,-98.169688,-104.323139
image,7406.616,-98.495083,-103.788419
image,7415.771,-99.518499,-103.106057
image,7424.927,-97.488125,-102.248038
image,7434.082,-98.753053,-102.984984
image,7443.237,-98.386175,-102.701441
image,7452.393,-97.373434,-103.195231
image,7461.548,-98.378272,-103.882325
image,7470.703,-99.322988,-102.957649
image,7479.858,-98.127229,-102.459369
image,7489.014,-98.746949,-103.098163
image,7498.169,-98.095031,-102.327290
image,7507.324,-97.997883,-102.589587
image,7516.479,-98.621015,-102.060974
image,7525.635,-98.136334,-103.118428
image,7534.790,-98.525875,-104.571810
image,7543.945,-99.489103,-105.338023
image,7553.101,-97.512675,-104.248304
image,7562.256,-97.569916,-103.355922
image,7571.411,-97.593611,-103.382176
image,7580.566,-97.609754,-103.170627
image,7589.722,-97.410718,-102.117453
image,7598.877,-98.322938,-102.522414
image,7608.032,-100.420130,-103.131228
image,7617.188,-99.628297,-103.596759
image,7626.343,-97.763286,-103.751434
image,7635.498,-96.883685,-103.731407
image,7644.653,-97.487637,-102.594934
image,7653.809,-96.530478,-103.664579
image,7662.964,-96.118553,-103.964304
image,7672.119,-97.328917,-104.020782
image,7681.274,-96.989391,-103.785731
image,7690.430,-97.241265,-102.427057
image,7699.585,-98.042387,-103.767988
image,7708.740,-98.456739,-103.658279
image,7717.896,-97.113902,-103.333302
image,7727.051,-96.898346,-102.862135
image,7736.206,-97.643240,-102.900129
image,7745.361,-98.676096,-104.025120
image,7754.517,-99.493441,-104.022925
image,7763.672,-99.738860,-101.974232
image,7772.827,-99.674334,-102.842510
image,7781.982,-98.112899,-103.848212
image,7791.138,-97.363394,-104.742734
image,7800.293,-97.812067,-103.837815
image,7809.448,-100.053643,-103.195420
image,7818.604,-99.371906,-104.571556
image,7827.759,-99.017053,-103.961150
image,7836.914,-98.488573,-102.496785
image,7846.069,-98.230325,-102.937080
image,7855.225,-98.399011,-102.666906
image,7864.380,-97.741724,-102.160082
image,7873.535,-96.812322,-102.758194
image,7882.690,-96.735557,-102.946238
image,7891.846,-96.853558,-103.702581
image,7901.001,-98.114441,-103.346055
image,7910.156,-98.585598,-103.145132
image,7919.312,-98.960397,-103.830361
image,7928.467,-97.693917,-103.302827
image,7937.622,-98.266066,-102.998381
image,7946.777,-97.688196,-102.882841
image,7955.933,-97.913486,-103.139679
image,7965.088,-97.167975,-102.875352
image,7974.243,-98.802255,-102.491623
image,7983.398,-98.346903,-103.456719
image,7992.554,-97.877522,-104.004815
image,8001.709,-98.158851,-103.284050
image,8010.864,-97.368173,-102.679613
image,8020.020,-96.566348,-103.592477
image,8029.175,-97.402698,-103.511079
image,8038.330,-98.118133,-102.788759
image,8047.485,-97.212160,-103.008188
image,8056.641,-98.784118,-104.017430
image,8065.796,-98.129691,-103.141776
image,8074.951,-96.880795,-102.028900
image,8084.106,-97.014827,-102.465583
image,8093.262,-97.817641,-102.266253
image,8102.417,-99.239454,-102.124738
image,8111.572,-97.915649,-102.798645
image,8120.728,-98.360967,-102.162716
image,8129.883,-97.219972,-102.105661
image,8139.038,-97.354830,-104.554695
image,8148.193,-97.826146,-103.409914
image,8157.349,-97.626293,-102.806095
image,8166.504,-98.343558,-102.890435
image,8175.659,-99.464907,-103.123187
image,8184.814,-98.669086,-102.765869
image,8193.970,-98.004966,-102.439737
image,8203.125,-97.733361,-103.528934
image,8212.280,-97.761842,-104.292453
image,8221.436,-98.231831,-102.934980
image,8230.591,-97.944245,-103.536933
image,8239.746,-96.995676,-103.766385
image,8248.901,-96.513487,-102.054779
image,8258.057,-97.687485,-102.216854
image,8267.212,-99.424993,-102.435659
image,8276.367,-97.951240,-102.294024
image,8285.522,-99.048999,-103.052744
image,8294.678,-99.300786,-103.292624
image,8303.833,-98.550119,-101.907566
image,8312.988,-97.484263,-101.933156
image,8322.144,-97.274829,-103.249244
image,8331.299,-98.401619,-102.341028
image,8340.454,-98.376272,-101.583380
image,8349.609,-97.989213,-101.879269
image,8358.765,-98.382978,-101.561029
image,8367.920,-98.885255,-103.112132
image,8377.075,-98.438423,-103.332763
image,8386.230,-97.352987,-103.559212
image,8395.386,-97.332644,-103.105310
image,8404.541,-98.028991,-101.938308
image,8413.696,-99.037365,-101.204131
image,8422.852,-99.835985,-102.824736
image,8432.007,-98.427680,-103.637931
image,8441.162,-98.808313,-103.586070
image,8450.317,-98.830461,-102.800928
image,8459.473,-97.648964,-102.162915
image,8468.628,-97.788141,-103.106735
image,8477.783,-98.046629,-103.769714
image,8486.938,-98.206665,-104.423143
image,8496.094,-98.095282,-104.101463
image,8505.249,-97.825513,-103.506883
image,8514.404,-98.559067,-102.737204
image,8523.560,-98.400544,-102.737136
image,8532.715,-99.153044,-103.096761
image,8541.870,-97.565912,-103.333556
image,8551.025,-98.455425,-103.314356
image,8560.181,-98.188175,-103.544370
image,8569.336,-97.492763,-103.709236
image,8578.491,-98.008750,-103.143855
image,8587.646,-98.658181,-102.866161
image,8596.802,-99.310850,-104.193233
image,8605.957,-98.303359,-103.780386
image,8615.112,-97.895084,-102.352606
image,8624.268,-97.963727,-102.071011
image,8633.423,-97.686384,-101.980338
image,8642.578,-97.439252,-103.820726
image,8651.733,-98.099174,-102.741349
image,8660.889,-97.850269,-102.581211
image,8670.044,-96.993246,-102.795056
image,8679.199,-97.621560,-104.403561
image,8688.354,-97.376426,-105.087411
image,8697.510,-97.903426,-103.495108
image,8706.665,-99.182463,-101.860753
image,8715.820,-99.038300,-102.766575
image,8724.976,-98.899796,-102.191821
image,8734.131,-99.534590,-101.854638
image,8743.286,-97.906134,-103.542754
image,8752.441,-99.402298,-104.184791
image,8761.597,-100.288360,-103.878401
image,8770.752,-99.612555,-104.431936
image,8779.907,-99.079352,-104.279356
image,8789.062,-98.835748,-104.343438
image,8798.218,-99.089926,-104.453693
image,8807.373,-98.117967,-104.803153
image,8816.528,-99.505064,-105.130043
image,8825.684,-100.222696,-103.804843
image,8834.839,-98.332572,-103.595073
image,8843.994,-98.702433,-102.705396
image,8853.149,-99.987071,-103.021562
image,8862.305,-99.784617,-103.313194
image,8871.460,-100.840636,-102.801006
image,8880.615,-99.828009,-102.894459
image,8889.771,-98.908334,-102.654082
image,8898.926,-97.903573,-103.664576
image,8908.081,-98.194435,-103.178139
image,8917.236,-98.373082,-103.418597
image,8926.392,-98.289462,-103.662046
image,8935.547,-99.594866,-103.026597
image,8944.702,-99.355502,-103.273646
image,8953.857,-96.782248,-103.807455
image,8963.013,-96.793298,-103.237927
image,8972.168,-98.126274,-104.483177
image,8981.323,-100.120694,-104.210810
image,8990.479,-97.908917,-103.220049
image,8999.634,-97.035894,-103.576134
image,9008.789,-97.392228,-103.454875
image,9017.944,-97.468255,-101.426101
image,9027.100,-96.246914,-101.915303
image,9036.255,-97.520313,-102.244828
image,9045.410,-99.258866,-101.374250
image,9054.565,-99.319241,-101.112671
image,9063.721,-98.448855,-102.070731
image,9072.876,-98.683622,-101.947077
image,9082.031,-99.189778,-103.698929
image,9091.187,-98.123028,-104.470064
image,9100.342,-98.361488,-103.266886
image,9109.497,-99.684172,-102.712015
image,9118.652,-99.212874,-102.196592
image,9127.808,-97.981134,-102.770660
image,9136.963,-98.564514,-102.259648
image,9146.118,-98.870673,-103.097772
image,9155.273,-98.989228,-104.128309
image,9164.429,-97.913411,-104.087875
image,9173.584,-99.186241,-102.137264
image,9182.739,-100.913394,-101.502180
image,9191.895,-99.008416,-102.101852
image,9201.050,-98.256618,-103.152064
image,9210.205,-99.259334,-104.133116
image,9219.360,-98.405264,-104.283405
image,9228.516,-100.655930,-103.676951
image,9237.671,-99.974280,-103.727083
image,9246.826,-98.521713,-104.588249
image,9255.981,-99.248315,-103.590370
image,9265.137,-99.509208,-103.581170
image,9274.292,-99.705115,-102.681031
image,9283.447,-100.550728,-102.004499
image,9292.603,-100.460183,-103.358414
image,9301.758,-98.783432,-103.367061
image,9310.913,-98.234492,-102.478084
image,9320.068,-98.454423,-103.054288
image,9329.224,-98.738103,-101.739947
image,9338.379,-98.940093,-102.792443
image,9347.534,-98.124779,-105.812187
image,9356.689,-99.427187,-104.596291
image,9365.845,-99.729978,-102.798084
image,9375.000,-99.521372,-102.242103
image,9384.155,-99.479760,-102.505191
image,9393.311,-99.127055,-103.414986
image,9402.466,-99.089413,-102.356862
image,9411.621,-100.662504,-102.374215
image,9420.776,-100.628279,-104.170450
image,9429.932,-99.350420,-104.072221
image,9439.087,-99.535337,-102.806221
image,9448.242,-98.861322,-103.142773
image,9457.397,-98.918542,-102.359611
image,9466.553,-99.410348,-103.132750
image,9475.708,-99.758463,-104.431810
image,9484.863,-98.349717,-103.243035
image,9494.019,-99.360029,-103.787336
image,9503.174,-99.265737,-103.497983
image,9512.329,-98.689793,-103.145351
image,9521.484,-99.793281,-102.429760
image,9530.640,-99.192164,-102.422497
image,9539.795,-98.871396,-104.144523
image,9548.950,-97.907463,-104.646531
image,9558.105,-97.987688,-103.195870
image,9567.261,-100.264077,-103.357601
image,9576.416,-100.681414,-102.671221
image,9585.571,-98.374407,-102.469938
image,9594.727,-99.246186,-103.065855
image,9603.882,-99.039474,-104.015145
image,9613.037,-97.906574,-104.135336
image,9622.192,-98.012934,-103.825725
image,9631.348,-100.017933,-102.709659
image,9640.503,-99.432383,-102.973943
image,9649.658,-98.949286,-103.324019
image,9658.813,-97.740434,-103.196376
image,9667.969,-97.813731,-102.725807
image,9677.124,-99.067654,-102.297729
image,9686.279,-98.544753,-102.811633
image,9695.435,-98.955246,-102.089435
image,9704.590,-100.186794,-102.635468
image,9713.745,-99.959284,-104.040693
image,9722.900,-100.078263,-103.534122
image,9732.056,-99.123343,-102.504402
image,9741.211,-99.361550,-104.284724
image,9750.366,-99.732936,-103.605231
image,9759.521,-99.969088,-102.059512
image,9768.677,-99.764868,-103.231423
image,9777.832,-99.758922,-103.578465
image,9786.987,-99.562325,-103.250043
image,9796.143,-98.453350,-102.501211
image,9805.298,-99.153361,-101.646727
image,9814.453,-98.603366,-101.785887
image,9823.608,-98.858658,-103.303467
image,9832.764,-100.572997,-103.222405
image,9841.919,-100.875283,-103.143064
image,9851.074,-99.829888,-103.473200
image,9860.229,-98.238047,-104.460255
image,9869.385,-97.696869,-104.157270
image,9878.540,-99.016641,-102.868644
image,9887.695,-99.334168,-103.516428
image,9896.851,-98.567426,-103.842245
image,9906.006,-98.863603,-103.105233
image,9915.161,-100.460224,-103.236364
image,9924.316,-100.446295,-103.215903
image,9933.472,-98.892535,-102.461532
image,9942.627,-99.743170,-103.469171
image,9951.782,-99.335116,-102.769925
image,9960.938,-98.976904,-102.093010
image,9970.093,-100.021171,-102.098407
image,9979.248,-100.284478,-102.883749
image,9988.403,-98.537241,-103.778291
image,9997.559,-97.365140,-103.699943
image,10006.714,-98.280942,-104.642877
image,10015.869,-99.595644,-104.420592
image,10025.024,-99.525051,-102.954044
image,10034.180,-99.800935,-102.551739
image,10043.335,-99.796376,-103.826004
image,10052.490,-100.032847,-102.235704
image,10061.646,-99.838798,-102.781897
image,10070.801,-99.956695,-102.405835
image,10079.956,-100.403404,-102.915054
image,10089.111,-100.082352,-104.440771
image,10098.267,-98.823685,-104.547352
image,10107.422,-98.838515,-105.171045
image,10116.577,-99.869545,-103.894294
image,10125.732,-98.879062,-103.356426
image,10134.888,-98.521315,-102.687167
image,10144.043,-98.574750,-102.654640
image,10153.198,-99.979402,-103.180624
image,10162.354,-99.433458,-103.929940
image,10171.509,-98.466459,-103.896480
image,10180.664,-98.004063,-104.597602
image,10189.819,-98.412377,-103.393758
image,10198.975,-97.901016,-103.757213
image,10208.130,-97.246857,-103.700834
image,10217.285,-99.280590,-102.723024
image,10226.440,-99.134064,-103.289543
image,10235.596,-98.623564,-103.568122
image,10244.751,-98.476451,-102.501327
image,10253.906,-97.717655,-103.392723
image,10263.062,-97.984364,-105.401681
image,10272.217,-98.273383,-104.363436
image,10281.372,-98.437177,-103.688093
image,10290.527,-98.504768,-103.164163
image,10299.683,-99.144044,-103.367868
image,10308.838,-98.903896,-103.248504
image,10317.993,-98.546242,-103.708081
image,10327.148,-99.372573,-102.891794
image,10336.304,-98.776522,-102.483908
image,10345.459,-99.392595,-102.647520
image,10354.614,-99.635428,-103.992875
image,10363.770,-98.776768,-105.369502
image,10372.925,-98.874255,-102.542084
image,10382.080,-99.823356,-102.211846
image,10391.235,-98.154116,-103.467250
image,10400.391,-97.275265,-104.272916
image,10409.546,-98.068553,-102.988760
image,10418.701,-99.564961,-102.710836
image,10427.856,-98.257931,-103.679062
image,10437.012,-98.864361,-104.297342
image,10446.167,-98.630401,-103.369798
image,10455.322,-99.435562,-104.173557
image,10464.478,-98.411712,-103.440747
image,10473.633,-98.211592,-104.212725
image,10482.788,-98.110621,-103.657061
image,10491.943,-98.372025,-104.380933
image,10501.099,-99.014166,-104.091989
image,10510.254,-99.607550,-103.782850
image,10519.409,-98.643734,-103.957887
image,10528.564,-97.525076,-104.390691
image,10537.720,-97.341767,-104.469308
image,10546.875,-98.065886,-104.128701
image,10556.030,-98.713699,-103.867682
image,10565.186,-98.753780,-104.103688
image,10574.341,-99.008107,-103.610765
image,10583.496,-99.423804,-103.866137
image,10592.651,-99.592649,-104.731130
image,10601.807,-99.241600,-103.307103
image,10610.962,-99.276908,-104.075076
image,10620.117,-99.126428,-104.266894
image,10629.272,-99.745722,-103.650286
image,10638.428,-98.858544,-104.424623
image,10647.583,-97.724386,-104.188187
image,10656.738,-98.803664,-104.913634
image,10665.894,-99.006705,-104.584481
image,10675.049,-99.167832,-103.243549
image,10684.204,-97.892411,-102.300927
image,10693.359,-97.792142,-102.690392
image,10702.515,-98.107992,-104.804780
image,10711.670,-98.217525,-104.707471
image,10720.825,-99.028666,-102.686634
image,10729.980,-98.517654,-102.436411
image,10739.136,-98.630179,-101.385529
image,10748.291,-98.106161,-102.214952
image,10757.446,-98.164829,-103.441968
image,10766.602,-99.080429,-102.103538
image,10775.757,-98.807712,-102.047566
image,10784.912,-98.034394,-102.143766
image,10794.067,-98.506261,-102.552980
image,10803.223,-98.626270,-104.120826
image,10812.378,-98.426876,-102.848239
image,10821.533,-98.223127,-101.688566
image,10830.688,-100.622687,-102.364755
image,10839.844,-100.434685,-103.826733
image,10848.999,-99.311141,-103.216661
image,10858.154,-97.142814,-102.060798
image,10867.310,-97.194403,-102.348440
image,10876.465,-99.968941,-102.445870
image,10885.620,-98.042280,-103.494852
image,10894.775,-98.009199,-102.789749
image,10903.931,-97.499406,-103.049788
image,10913.086,-98.772964,-102.948813
image,10922.241,-99.477134,-102.009763
image,10931.396,-100.065721,-104.054219
image,10940.552,-98.958802,-103.888246
image,10949.707,-97.990768,-102.644115
image,10958.862,-98.438471,-103.036371
image,10968.018,-99.279437,-102.923126
image,10977.173,-99.709621,-102.203747
image,10986.328,-97.707082,-103.353076
image,10995.483,-97.947149,-103.182082
image,11004.639,-98.879151,-102.510439
image,11013.794,-98.625672,-103.419117
image,11022.949,-97.837651,-103.745332
image,11032.104,-97.836637,-102.984119
image,11041.260,-99.412454,-102.942140
image,11050.415,-99.802494,-103.760602
image,11059.570,-98.914201,-103.920216
image,11068.726,-99.158925,-102.209332
image,11077.881,-98.767832,-101.599170
image,11087.036,-98.877771,-102.859810
image,11096.191,-99.624779,-103.519696
image,11105.347,-100.602250,-101.267004
image,11114.502,-99.289121,-102.824250
image,11123.657,-97.050263,-103.680566
image,11132.812,-97.460926,-102.690060
image,11141.968,-98.151176,-103.593851
image,11151.123,-97.974794,-104.453010
image,11160.278,-98.164085,-103.730695
image,11169.434,-97.859836,-102.655552
image,11178.589,-97.689786,-102.426366
image,11187.744,-98.208433,-104.034447
image,11196.899,-98.173930,-102.518034
image,11206.055,-99.595027,-101.628440
image,11215.210,-98.981681,-102.330587
image,11224.365,-97.821805,-102.565764
image,11233.521,-99.353028,-102.759009
image,11242.676,-97.408941,-102.447042
image,11251.831,-97.633856,-102.785627
image,11260.986,-98.591933,-103.010368
image,11270.142,-98.134067,-103.564401
image,11279.297,-100.355005,-102.125719
image,11288.452,-98.060724,-102.966319
image,11297.607,-96.789203,-104.607526
image,11306.763,-97.168691,-104.432807
image,11315.918,-98.283096,-103.780897
image,11325.073,-98.457894,-103.497791
image,11334.229,-97.328290,-103.203375
image,11343.384,-97.514556,-103.195404
image,11352.539,-98.634185,-102.943641
image,11361.694,-98.644934,-103.788718
image,11370.850,-98.267387,-102.969003
image,11380.005,-98.930905,-102.404540
image,11389.160,-99.273731,-102.518945
image,11398.315,-98.814684,-102.477530
image,11407.471,-98.455556,-103.162331
image,11416.626,-99.336953,-103.395101
image,11425.781,-98.377806,-102.624761
image,11434.937,-98.408434,-102.878888
image,11444.092,-98.718405,-103.571753
image,11453.247,-97.454963,-104.016231
image,11462.402,-96.478255,-102.337121
image,11471.558,-97.003966,-103.112857
image,11480.713,-96.698752,-102.825480
image,11489.868,-97.526238,-102.675963
image,11499.023,-99.135416,-102.164820
image,11508.179,-99.508138,-102.994943
image,11517.334,-99.154270,-104.384044
image,11526.489,-97.640294,-103.400248
image,11535.645,-98.469707,-103.130322
image,11544.800,-98.333373,-103.668534
image,11553.955,-98.465409,-104.395645
image,11563.110,-97.343519,-104.802377
image,11572.266,-97.517052,-104.899209
image,11581.421,-98.441840,-104.765995
image,11590.576,-98.309296,-102.800732
image,11599.731,-99.552349,-102.901761
image,11608.887,-99.678835,-103.997894
image,11618.042,-98.534938,-104.881826
image,11627.197,-97.528180,-103.604150
image,11636.353,-97.113436,-104.737601
image,11645.508,-97.690375,-104.480690
image,11654.663,-98.869579,-101.362383
image,11663.818,-98.205641,-100.681197
image,11672.974,-97.456486,-101.893033
image,11682.129,-98.854713,-102.428148
image,11691.284,-100.854694,-102.327961
image,11700.439,-100.738975,-102.879969
image,11709.595,-99.299916,-104.381687
image,11718.750,-98.034574,-103.050836
image,11727.905,-97.054620,-102.255676
image,11737.061,-98.010406,-101.460812
image,11746.216,-98.692599,-102.270104
image,11755.371,-97.976891,-103.308782
image,11764.526,-98.615741,-102.916184
image,11773.682,-100.068596,-102.219472
image,11782.837,-99.107617,-103.727554
image,11791.992,-98.220553,-102.945285
image,11801.147,-98.257708,-103.059132
image,11810.303,-98.475661,-104.307111
image,11819.458,-98.620326,-102.320869
image,11828.613,-98.493847,-101.691175
image,11837.769,-99.786421,-102.709876
image,11846.924,-98.365166,-103.597782
image,11856.079,-97.602623,-104.124410
image,11865.234,-98.434400,-104.905201
image,11874.390,-97.787045,-105.077575
image,11883.545,-97.672513,-105.120577
image,11892.700,-99.122584,-103.465568
image,11901.855,-100.013542,-104.452612
image,11911.011,-98.096991,-103.123319
image,11920.166,-96.503454,-102.951735
image,11929.321,-96.156861,-104.712192
image,11938.477,-98.137700,-103.417639
image,11947.632,-99.074910,-102.882206
image,11956.787,-98.756207,-104.137831
image,11965.942,-98.050818,-104.128774
image,11975.098,-96.794898,-104.085393
image,11984.253,-97.550732,-102.275203
image,11993.408,-99.192139,-103.057351
image,12002.563,-98.799494,-102.813900
image,12011.719,-98.262077,-102.660864
image,12020.874,-97.130477,-103.110024
image,12030.029,-97.343323,-103.866591
image,12039.185,-96.884105,-102.636199
image,12048.340,-98.807797,-101.902303
image,12057.495,-99.146351,-102.839193
image,12066.650,-99.008967,-104.298438
image,12075.806,-98.891013,-104.153842
image,12084.961,-97.562018,-102.099293
image,12094.116,-97.010773,-102.242401
image,12103.271,-97.014482,-103.169606
image,12112.427,-97.098832,-103.435293
image,12121.582,-97.169117,-103.243474
image,12130.737,-97.922298,-104.518437
image,12139.893,-98.281498,-103.490082
image,12149.048,-96.949266,-103.055283
image,12158.203,-97.884389,-102.785000
image,12167.358,-98.371191,-102.399984
image,12176.514,-97.513985,-103.535711
image,12185.669,-97.947235,-104.595845
image,12194.824,-98.308676,-104.234121
image,12203.979,-98.180942,-104.157682
image,12213.135,-97.827065,-103.638100
image,12222.290,-99.606495,-102.376889
