view,offset_hz,tx_on_receiver_db_per_hz,rf_off_receiver_db_per_hz
target,-22329.712,-85.065410,-101.727711
target,-22320.557,-85.285718,-103.033609
target,-22311.401,-86.015448,-102.983554
target,-22302.246,-85.262885,-101.493698
target,-22293.091,-85.523248,-101.842047
target,-22283.936,-84.119225,-101.805816
target,-22274.780,-84.806859,-102.068771
target,-22265.625,-83.822798,-102.290217
target,-22256.470,-82.046292,-102.381630
target,-22247.314,-83.945992,-103.364204
target,-22238.159,-84.430682,-103.826110
target,-22229.004,-84.711210,-103.294196
target,-22219.849,-83.146772,-101.885708
target,-22210.693,-83.245901,-101.407662
target,-22201.538,-83.466252,-101.736445
target,-22192.383,-82.587486,-102.191420
target,-22183.228,-81.928220,-101.964290
target,-22174.072,-82.430630,-103.344487
target,-22164.917,-83.099062,-103.153394
target,-22155.762,-82.449681,-102.507269
target,-22146.606,-82.510261,-102.217431
target,-22137.451,-84.282792,-102.222317
target,-22128.296,-84.307558,-102.010868
target,-22119.141,-82.049505,-101.013377
target,-22109.985,-81.169334,-102.671391
target,-22100.830,-81.585374,-102.332516
target,-22091.675,-81.922143,-102.708340
target,-22082.520,-82.322320,-103.071673
target,-22073.364,-83.430152,-101.680132
target,-22064.209,-82.483923,-101.877644
target,-22055.054,-81.949485,-102.088297
target,-22045.898,-82.416853,-102.050314
target,-22036.743,-82.301589,-102.411690
target,-22027.588,-83.114932,-103.241128
target,-22018.433,-82.978789,-103.101646
target,-22009.277,-83.144870,-101.929187
target,-22000.122,-81.990188,-102.533556
target,-21990.967,-81.196562,-102.009936
target,-21981.812,-82.525389,-102.646582
target,-21972.656,-83.325061,-102.415755
target,-21963.501,-83.848923,-102.081797
target,-21954.346,-83.094713,-101.816055
target,-21945.190,-82.527737,-102.738649
target,-21936.035,-81.802642,-103.195040
target,-21926.880,-81.847485,-102.308423
target,-21917.725,-82.521438,-101.334123
target,-21908.569,-81.492714,-101.934289
target,-21899.414,-81.629311,-101.611788
target,-21890.259,-80.775276,-102.383984
target,-21881.104,-81.616570,-102.998220
target,-21871.948,-83.292173,-102.686361
target,-21862.793,-83.713519,-102.386264
target,-21853.638,-84.066148,-103.098014
target,-21844.482,-81.224623,-103.297376
target,-21835.327,-81.798342,-102.032954
target,-21826.172,-81.848314,-101.540226
target,-21817.017,-82.239671,-102.740788
target,-21807.861,-82.079360,-104.064735
target,-21798.706,-81.700746,-103.590039
target,-21789.551,-83.935355,-103.254517
target,-21780.396,-84.317045,-104.730828
target,-21771.240,-82.607923,-105.058761
target,-21762.085,-82.077849,-105.687019
target,-21752.930,-81.094309,-107.038350
target,-21743.774,-81.465839,-105.230118
target,-21734.619,-81.887240,-105.042873
target,-21725.464,-81.877468,-103.445120
target,-21716.309,-82.783870,-103.808728
target,-21707.153,-81.491625,-103.360020
target,-21697.998,-82.289776,-102.922935
target,-21688.843,-82.708206,-103.220026
target,-21679.688,-82.783798,-104.194647
target,-21670.532,-83.119548,-103.307603
target,-21661.377,-82.904395,-102.461844
target,-21652.222,-82.904301,-103.308593
target,-21643.066,-82.035776,-104.017619
target,-21633.911,-82.213627,-102.870821
target,-21624.756,-81.887010,-102.612102
target,-21615.601,-81.519049,-102.670098
target,-21606.445,-81.411027,-102.771245
target,-21597.290,-81.550056,-101.728848
target,-21588.135,-81.741649,-101.269350
target,-21578.979,-82.311224,-102.806140
target,-21569.824,-81.319772,-102.310849
target,-21560.669,-81.247846,-100.292521
target,-21551.514,-81.100847,-99.366453
target,-21542.358,-79.744222,-101.863612
target,-21533.203,-80.614768,-101.624881
target,-21524.048,-82.579837,-101.151211
target,-21514.893,-80.795217,-99.170032
target,-21505.737,-82.389176,-98.693375
target,-21496.582,-81.916033,-98.227203
target,-21487.427,-80.934159,-98.516698
target,-21478.271,-80.104134,-98.342358
target,-21469.116,-80.405696,-98.915959
target,-21459.961,-81.899390,-100.048752
target,-21450.806,-81.996316,-99.313483
target,-21441.650,-80.661915,-99.642773
target,-21432.495,-79.998987,-97.758015
target,-21423.340,-79.879802,-97.526657
target,-21414.185,-80.864718,-97.328146
target,-21405.029,-81.448365,-97.680065
target,-21395.874,-81.704199,-99.782983
target,-21386.719,-82.275871,-99.270982
target,-21377.563,-81.418570,-97.353008
target,-21368.408,-80.478482,-97.658612
target,-21359.253,-82.021144,-97.187492
target,-21350.098,-82.047415,-96.834674
target,-21340.942,-80.537347,-96.341539
target,-21331.787,-80.308362,-97.063040
target,-21322.632,-82.036750,-96.917640
target,-21313.477,-82.307037,-96.420893
target,-21304.321,-81.233318,-94.952079
target,-21295.166,-81.951481,-94.229963
target,-21286.011,-81.798622,-95.868166
target,-21276.855,-80.484924,-94.379326
target,-21267.700,-80.353192,-95.859173
target,-21258.545,-80.666297,-96.333513
target,-21249.390,-80.652059,-95.784377
target,-21240.234,-79.961554,-95.544903
target,-21231.079,-80.181860,-95.300197
target,-21221.924,-81.236878,-93.596298
target,-21212.769,-81.297994,-95.890766
target,-21203.613,-80.772593,-95.766307
target,-21194.458,-79.670606,-96.147990
target,-21185.303,-80.798734,-94.901074
target,-21176.147,-80.506314,-93.699647
target,-21166.992,-80.634873,-93.693048
target,-21157.837,-81.026961,-95.237319
target,-21148.682,-81.334888,-94.494970
target,-21139.526,-82.068163,-93.755360
target,-21130.371,-82.123927,-94.634129
target,-21121.216,-79.981401,-95.944321
target,-21112.061,-81.196246,-93.882741
target,-21102.905,-80.998696,-95.427524
target,-21093.750,-81.195116,-93.074644
target,-21084.595,-81.380935,-92.736101
target,-21075.439,-81.181028,-94.037997
target,-21066.284,-80.528552,-92.718266
target,-21057.129,-79.414319,-92.547212
target,-21047.974,-79.949388,-93.677919
target,-21038.818,-81.198870,-93.324045
target,-21029.663,-80.721740,-95.126842
target,-21020.508,-80.536276,-93.272086
target,-21011.353,-82.405412,-94.277059
target,-21002.197,-81.821354,-93.334851
target,-20993.042,-80.414200,-92.778292
target,-20983.887,-81.757092,-93.791368
target,-20974.731,-81.083047,-93.726096
target,-20965.576,-79.626708,-92.884851
target,-20956.421,-79.567039,-92.682800
target,-20947.266,-78.947018,-92.818139
target,-20938.110,-79.293439,-92.840448
target,-20928.955,-80.255677,-92.707100
target,-20919.800,-81.112928,-92.850188
target,-20910.645,-81.060416,-91.428368
target,-20901.489,-80.323665,-94.007638
target,-20892.334,-79.559185,-94.810742
target,-20883.179,-80.090479,-92.523027
target,-20874.023,-79.933039,-93.742327
target,-20864.868,-80.175570,-95.398233
target,-20855.713,-83.086884,-93.513137
target,-20846.558,-81.598003,-93.498054
target,-20837.402,-81.658545,-93.755486
target,-20828.247,-81.731977,-94.081437
target,-20819.092,-81.229549,-93.416171
target,-20809.937,-79.405402,-94.626746
target,-20800.781,-80.334892,-93.006680
target,-20791.626,-81.161794,-92.384845
target,-20782.471,-81.088375,-92.640442
target,-20773.315,-81.093436,-93.807110
target,-20764.160,-82.013157,-93.018625
target,-20755.005,-82.024863,-93.663909
target,-20745.850,-82.743655,-95.219178
target,-20736.694,-81.802640,-95.843056
target,-20727.539,-81.889520,-95.462816
target,-20718.384,-82.233244,-94.956161
target,-20709.229,-82.540094,-95.196289
target,-20700.073,-82.344409,-94.201628
target,-20690.918,-82.662748,-94.895236
target,-20681.763,-83.344424,-94.741780
target,-20672.607,-83.709271,-95.608091
target,-20663.452,-85.510013,-95.774333
target,-20654.297,-84.228003,-95.342111
target,-20645.142,-82.545328,-95.138875
target,-20635.986,-83.238779,-95.372582
target,-20626.831,-84.212543,-94.651346
target,-20617.676,-83.428326,-95.762939
target,-20608.521,-84.404001,-95.730130
target,-20599.365,-83.395137,-95.228700
target,-20590.210,-83.251824,-95.532602
target,-20581.055,-83.542648,-96.519202
target,-20571.899,-83.109597,-96.197698
target,-20562.744,-83.353777,-95.612329
target,-20553.589,-83.724828,-94.960110
target,-20544.434,-82.893353,-96.059197
target,-20535.278,-83.047946,-97.051482
target,-20526.123,-84.455437,-97.664915
target,-20516.968,-84.260775,-96.834701
target,-20507.812,-83.187716,-95.684264
target,-20498.657,-84.931783,-97.263836
target,-20489.502,-83.646852,-96.324073
target,-20480.347,-83.445809,-97.722963
target,-20471.191,-84.143593,-100.673553
target,-20462.036,-83.749805,-99.080223
target,-20452.881,-83.900557,-98.467502
target,-20443.726,-84.788271,-98.245288
target,-20434.570,-85.004894,-98.446288
target,-20425.415,-84.325425,-99.122983
target,-20416.260,-84.815054,-97.388268
target,-20407.104,-85.116289,-98.073907
target,-20397.949,-85.541708,-98.164371
target,-20388.794,-86.187129,-98.634772
target,-20379.639,-85.723592,-100.173057
target,-20370.483,-85.472363,-100.948227
target,-20361.328,-86.253897,-102.078370
target,-20352.173,-85.488467,-101.863429
target,-20343.018,-86.209596,-99.246863
target,-20333.862,-89.511892,-100.024840
target,-20324.707,-88.183077,-101.445054
target,-20315.552,-87.140004,-100.907717
target,-20306.396,-88.508037,-100.647145
target,-20297.241,-88.674790,-100.263914
target,-20288.086,-86.677577,-101.220653
target,-20278.931,-86.959391,-103.599219
target,-20269.775,-87.887078,-102.880311
target,-20260.620,-89.138456,-101.296911
target,-20251.465,-89.561433,-101.650896
target,-20242.310,-88.800342,-101.048035
target,-20233.154,-88.556007,-101.001260
target,-20223.999,-88.541570,-100.757401
target,-20214.844,-88.890401,-103.219169
target,-20205.688,-89.844013,-102.951158
target,-20196.533,-88.179589,-102.569940
target,-20187.378,-88.932453,-103.282802
target,-20178.223,-90.459929,-103.529236
target,-20169.067,-90.439788,-103.220174
target,-20159.912,-90.831658,-102.679374
target,-20150.757,-89.724340,-102.819385
target,-20141.602,-89.172192,-103.879759
target,-20132.446,-89.718489,-103.865176
target,-20123.291,-89.428055,-102.970207
target,-20114.136,-90.725357,-103.965655
target,-20104.980,-90.955600,-103.839562
target,-20095.825,-90.355797,-103.649649
target,-20086.670,-89.414040,-104.112943
target,-20077.515,-89.425340,-103.888956
target,-20068.359,-89.158709,-103.990262
target,-20059.204,-90.212051,-103.342855
target,-20050.049,-91.051498,-103.041950
target,-20040.894,-91.031353,-102.827278
target,-20031.738,-91.526025,-102.638157
target,-20022.583,-91.864391,-103.335012
target,-20013.428,-92.267707,-102.115850
target,-20004.272,-92.515596,-103.030993
target,-19995.117,-93.922868,-103.807788
target,-19985.962,-93.080893,-102.372616
target,-19976.807,-91.927147,-101.460551
target,-19967.651,-94.854411,-101.624898
target,-19958.496,-93.022441,-101.771694
target,-19949.341,-92.304408,-103.491036
target,-19940.186,-92.388114,-103.305390
target,-19931.030,-93.010719,-102.398085
target,-19921.875,-92.791955,-101.982510
target,-19912.720,-91.384551,-102.458293
target,-19903.564,-92.121674,-103.075461
target,-19894.409,-92.265863,-102.333262
target,-19885.254,-92.279792,-101.911979
target,-19876.099,-92.160210,-100.863793
target,-19866.943,-91.372263,-102.258896
target,-19857.788,-92.288505,-102.522604
target,-19848.633,-91.333475,-103.298191
target,-19839.478,-93.024240,-102.616710
target,-19830.322,-91.159842,-102.505350
target,-19821.167,-92.360939,-102.443250
target,-19812.012,-93.161481,-101.181374
target,-19802.856,-92.039030,-100.868918
target,-19793.701,-92.850044,-103.150051
target,-19784.546,-91.887468,-102.294437
target,-19775.391,-90.715388,-102.045049
target,-19766.235,-90.522883,-101.342438
target,-19757.080,-91.915302,-101.050770
target,-19747.925,-93.355355,-100.265318
target,-19738.770,-92.858702,-100.492804
target,-19729.614,-91.507240,-101.416516
target,-19720.459,-91.268026,-102.398359
target,-19711.304,-91.361952,-102.188193
target,-19702.148,-90.067475,-102.763145
target,-19692.993,-89.180859,-101.249109
target,-19683.838,-91.448584,-102.318588
target,-19674.683,-92.551712,-102.765081
target,-19665.527,-91.202418,-102.464223
target,-19656.372,-90.869458,-102.555088
target,-19647.217,-90.487784,-102.692524
target,-19638.062,-90.218441,-102.887713
target,-19628.906,-90.329731,-102.038836
target,-19619.751,-91.052385,-101.867362
target,-19610.596,-90.118578,-103.924756
target,-19601.440,-89.220232,-104.802064
target,-19592.285,-88.965715,-104.079476
target,-19583.130,-89.111563,-103.134359
target,-19573.975,-89.288661,-101.032113
target,-19564.819,-89.297819,-101.947865
target,-19555.664,-90.152327,-103.048851
target,-19546.509,-90.065921,-101.977554
target,-19537.354,-89.368117,-102.000355
target,-19528.198,-88.344133,-102.438529
target,-19519.043,-89.691200,-102.545204
target,-19509.888,-88.695338,-102.824815
target,-19500.732,-87.932554,-103.412447
target,-19491.577,-87.330378,-103.097464
target,-19482.422,-89.378491,-102.763830
target,-19473.267,-89.024202,-102.888975
target,-19464.111,-88.591603,-102.793893
target,-19454.956,-88.109828,-103.111900
target,-19445.801,-88.333628,-103.472142
target,-19436.646,-87.397643,-103.424027
target,-19427.490,-87.700508,-103.594263
target,-19418.335,-87.342712,-103.475316
target,-19409.180,-87.314218,-103.234735
target,-19400.024,-86.971917,-102.525742
target,-19390.869,-86.561358,-103.309031
target,-19381.714,-87.270973,-105.230994
target,-19372.559,-86.272718,-105.544413
target,-19363.403,-85.649463,-103.637385
target,-19354.248,-86.293976,-103.745149
target,-19345.093,-87.582407,-103.385576
target,-19335.938,-87.711471,-104.190078
target,-19326.782,-86.529685,-103.615040
target,-19317.627,-85.818747,-103.463701
target,-19308.472,-85.213037,-103.634244
target,-19299.316,-85.772034,-104.969388
target,-19290.161,-86.329554,-103.150909
target,-19281.006,-85.685013,-103.107878
target,-19271.851,-85.511342,-102.944895
target,-19262.695,-86.222442,-102.560975
target,-19253.540,-85.265547,-103.353931
target,-19244.385,-84.196823,-106.768576
target,-19235.229,-84.359027,-105.949506
target,-19226.074,-86.069105,-104.653239
target,-19216.919,-85.728619,-103.870378
target,-19207.764,-85.089684,-103.935176
target,-19198.608,-85.183711,-101.977318
target,-19189.453,-85.416703,-101.631800
target,-19180.298,-85.423733,-102.784313
target,-19171.143,-84.794067,-103.823238
target,-19161.987,-85.531317,-103.370543
target,-19152.832,-84.423637,-104.175427
target,-19143.677,-83.101800,-104.220707
target,-19134.521,-84.435395,-103.099357
target,-19125.366,-84.398491,-103.414658
target,-19116.211,-82.593277,-102.524848
target,-19107.056,-83.711493,-102.108166
target,-19097.900,-85.165315,-102.793094
target,-19088.745,-84.137335,-103.063494
target,-19079.590,-83.680480,-102.481125
target,-19070.435,-83.395954,-102.333135
target,-19061.279,-83.315690,-102.273292
target,-19052.124,-84.088566,-103.051215
target,-19042.969,-84.618674,-103.433361
target,-19033.813,-84.046918,-103.332069
target,-19024.658,-83.576654,-103.717003
target,-19015.503,-84.345448,-104.368974
target,-19006.348,-84.396430,-103.399426
target,-18997.192,-84.914045,-103.001019
target,-18988.037,-82.780552,-103.362273
target,-18978.882,-83.747095,-102.461528
target,-18969.727,-82.599863,-102.269312
target,-18960.571,-81.406425,-103.702780
target,-18951.416,-82.774424,-102.868165
target,-18942.261,-83.175823,-100.895062
target,-18933.105,-83.109713,-102.109041
target,-18923.950,-81.930528,-104.021622
target,-18914.795,-81.946080,-104.080117
target,-18905.640,-82.747839,-103.538979
target,-18896.484,-82.001278,-104.152921
target,-18887.329,-81.249200,-103.873988
target,-18878.174,-81.641542,-102.398129
target,-18869.019,-81.516182,-101.296389
target,-18859.863,-81.603607,-102.888918
target,-18850.708,-81.293404,-104.162210
target,-18841.553,-81.901754,-104.096104
target,-18832.397,-82.726997,-104.053252
target,-18823.242,-81.091274,-103.359679
target,-18814.087,-80.193947,-103.179902
target,-18804.932,-80.572562,-102.384880
target,-18795.776,-79.917215,-103.814523
target,-18786.621,-80.905674,-104.538297
target,-18777.466,-81.887930,-103.750317
target,-18768.311,-80.732367,-103.281449
target,-18759.155,-80.045724,-103.336762
target,-18750.000,-80.957490,-104.206739
target,-18740.845,-81.857751,-104.606616
target,-18731.689,-81.036107,-104.100197
target,-18722.534,-81.476531,-102.286760
target,-18713.379,-81.674434,-104.062172
target,-18704.224,-79.814477,-104.232617
target,-18695.068,-79.788366,-103.489324
target,-18685.913,-81.231813,-104.222084
target,-18676.758,-81.546757,-104.765866
target,-18667.603,-81.701111,-103.522888
target,-18658.447,-81.314853,-103.798462
target,-18649.292,-80.560507,-104.125084
target,-18640.137,-81.288201,-104.115296
target,-18630.981,-82.231338,-102.730719
target,-18621.826,-82.093960,-103.106643
target,-18612.671,-80.228882,-103.544321
target,-18603.516,-80.256463,-104.290311
target,-18594.360,-79.551154,-103.814315
target,-18585.205,-80.156492,-102.225878
target,-18576.050,-81.088303,-101.840080
target,-18566.895,-81.719507,-102.783679
target,-18557.739,-83.999922,-103.260936
target,-18548.584,-80.053786,-104.057947
target,-18539.429,-80.336236,-103.836645
target,-18530.273,-80.993330,-103.993477
target,-18521.118,-81.398854,-105.073651
target,-18511.963,-81.540257,-104.665288
target,-18502.808,-80.593559,-103.719970
target,-18493.652,-81.965077,-102.817840
target,-18484.497,-83.496436,-103.417912
target,-18475.342,-81.979596,-104.622047
target,-18466.187,-80.806125,-105.347932
target,-18457.031,-79.762982,-103.168249
target,-18447.876,-79.762127,-103.673694
target,-18438.721,-80.202922,-104.508459
target,-18429.565,-80.444701,-102.824923
target,-18420.410,-81.715412,-102.225911
target,-18411.255,-80.053563,-103.281983
target,-18402.100,-81.359056,-103.898538
target,-18392.944,-81.946000,-104.142278
target,-18383.789,-81.319355,-103.651858
target,-18374.634,-81.801684,-105.466389
target,-18365.479,-81.945349,-105.661352
target,-18356.323,-81.976760,-105.095985
target,-18347.168,-81.312537,-105.076322
target,-18338.013,-81.004903,-104.356424
target,-18328.857,-80.119636,-105.079893
target,-18319.702,-79.739036,-106.147693
target,-18310.547,-79.904831,-102.741458
target,-18301.392,-80.329482,-102.589723
target,-18292.236,-81.178084,-103.351491
target,-18283.081,-81.375644,-104.253420
target,-18273.926,-80.101486,-104.729496
target,-18264.771,-79.883657,-104.973796
target,-18255.615,-79.582584,-103.408968
target,-18246.460,-78.825310,-102.870998
target,-18237.305,-79.949367,-102.559973
target,-18228.149,-81.017602,-103.122460
target,-18218.994,-78.993419,-104.001644
target,-18209.839,-80.390796,-104.102765
target,-18200.684,-81.014002,-103.847009
target,-18191.528,-80.425291,-102.465563
target,-18182.373,-79.806885,-101.142740
target,-18173.218,-80.024907,-101.617336
target,-18164.062,-81.037828,-102.688686
target,-18154.907,-79.754535,-102.978911
target,-18145.752,-79.196484,-102.789302
target,-18136.597,-79.334667,-103.361320
target,-18127.441,-79.725951,-104.601883
target,-18118.286,-79.883073,-102.000600
target,-18109.131,-79.883515,-100.407769
target,-18099.976,-80.745346,-101.664393
target,-18090.820,-81.353966,-102.091498
target,-18081.665,-80.463507,-103.139566
target,-18072.510,-79.432421,-103.550040
target,-18063.354,-81.611842,-103.883056
target,-18054.199,-81.849584,-104.529799
target,-18045.044,-80.027257,-104.523323
target,-18035.889,-79.019212,-102.001840
target,-18026.733,-80.641539,-102.455504
target,-18017.578,-80.939774,-103.345404
target,-18008.423,-81.381800,-102.529158
target,-17999.268,-82.129576,-101.640225
target,-17990.112,-81.443661,-103.133131
target,-17980.957,-79.971872,-103.206305
target,-17971.802,-79.503523,-104.101049
target,-17962.646,-79.690105,-104.001000
target,-17953.491,-79.904475,-103.964081
target,-17944.336,-78.812034,-103.494017
target,-17935.181,-78.658324,-102.782265
target,-17926.025,-79.333894,-103.898638
target,-17916.870,-79.478179,-103.137481
target,-17907.715,-79.679734,-103.238954
target,-17898.560,-79.265527,-103.769721
target,-17889.404,-80.668168,-104.225713
target,-17880.249,-80.581654,-103.426430
target,-17871.094,-80.219899,-103.892053
target,-17861.938,-81.832663,-104.450344
target,-17852.783,-81.338761,-104.840296
target,-17843.628,-80.962272,-104.312743
target,-17834.473,-82.525936,-103.421902
target,-17825.317,-80.282695,-103.087731
target,-17816.162,-80.574310,-103.433295
target,-17807.007,-80.270091,-103.815240
target,-17797.852,-79.914407,-103.640814
target,-17788.696,-79.954938,-103.576854
target,-17779.541,-80.894695,-103.705677
target,-17770.386,-80.713794,-104.024256
target,-17761.230,-79.813451,-104.644085
target,-17752.075,-79.937966,-104.288943
target,-17742.920,-81.065813,-103.250451
target,-17733.765,-80.801587,-104.080824
target,-17724.609,-80.926390,-104.742830
target,-17715.454,-81.963097,-105.143354
target,-17706.299,-82.780411,-104.929033
target,-17697.144,-81.930210,-104.418368
target,-17687.988,-82.483139,-105.038760
target,-17678.833,-82.014246,-105.572551
target,-17669.678,-81.054361,-104.123588
target,-17660.522,-79.842298,-104.594450
target,-17651.367,-79.670552,-103.894358
target,-17642.212,-80.982335,-103.987333
target,-17633.057,-81.799523,-103.284865
target,-17623.901,-81.836168,-102.820207
target,-17614.746,-81.981480,-104.812149
target,-17605.591,-81.815501,-104.792426
target,-17596.436,-80.853840,-104.566741
target,-17587.280,-80.745925,-104.530554
target,-17578.125,-80.155240,-103.943546
target,-17568.970,-80.448373,-103.628420
target,-17559.814,-82.855741,-103.985527
target,-17550.659,-81.770402,-105.971668
target,-17541.504,-82.517676,-104.548100
target,-17532.349,-81.879364,-104.058343
target,-17523.193,-81.394378,-104.195482
target,-17514.038,-81.109223,-104.818618
target,-17504.883,-81.753713,-102.757031
target,-17495.728,-81.532359,-103.773594
target,-17486.572,-81.393811,-103.931720
target,-17477.417,-81.767635,-103.607287
target,-17468.262,-83.353624,-103.979529
target,-17459.106,-82.595671,-102.778346
target,-17449.951,-82.208478,-102.501298
target,-17440.796,-81.588542,-101.956030
target,-17431.641,-81.820932,-102.376765
target,-17422.485,-82.615906,-102.108768
target,-17413.330,-82.703970,-103.073853
target,-17404.175,-83.672859,-103.982813
target,-17395.020,-83.731254,-104.038208
target,-17385.864,-84.174888,-104.195208
target,-17376.709,-84.800630,-104.420960
target,-17367.554,-85.064402,-103.199207
target,-17358.398,-82.903024,-103.063458
target,-17349.243,-82.844067,-103.703804
target,-17340.088,-84.817984,-103.866698
target,-17330.933,-84.296758,-102.717120
target,-17321.777,-84.174723,-103.319731
target,-17312.622,-83.981302,-103.279612
target,-17303.467,-82.930486,-104.342794
target,-17294.312,-82.475071,-103.566067
target,-17285.156,-82.256928,-104.038306
target,-17276.001,-83.455666,-104.464118
target,-17266.846,-83.290337,-104.461136
target,-17257.690,-84.168969,-105.139277
target,-17248.535,-82.471272,-104.334507
target,-17239.380,-83.597811,-103.381903
target,-17230.225,-84.599639,-103.430790
target,-17221.069,-83.089591,-103.609417
target,-17211.914,-83.752959,-104.017794
target,-17202.759,-84.641118,-103.856635
target,-17193.604,-84.314437,-104.023101
target,-17184.448,-83.123259,-104.328409
target,-17175.293,-83.372409,-103.798043
target,-17166.138,-82.924346,-105.061742
target,-17156.982,-83.790603,-104.047296
target,-17147.827,-84.947411,-103.752210
target,-17138.672,-85.219793,-102.892916
target,-17129.517,-84.869216,-102.381050
target,-17120.361,-86.594995,-103.284254
target,-17111.206,-86.027085,-104.393074
target,-17102.051,-85.120134,-102.831429
target,-17092.896,-86.358769,-103.580904
target,-17083.740,-84.815755,-103.433831
target,-17074.585,-85.118773,-102.879016
target,-17065.430,-86.103298,-103.083216
target,-17056.274,-85.888578,-103.870171
target,-17047.119,-85.110426,-103.589685
target,-17037.964,-87.844951,-102.972783
target,-17028.809,-87.832048,-103.330057
target,-17019.653,-88.001598,-103.585878
target,-17010.498,-88.434649,-103.792153
target,-17001.343,-87.440689,-102.799400
target,-16992.188,-86.885869,-103.199646
target,-16983.032,-87.374389,-104.463294
target,-16973.877,-87.489482,-103.283440
target,-16964.722,-87.869211,-103.581823
target,-16955.566,-87.671872,-103.372411
target,-16946.411,-87.901348,-103.129486
target,-16937.256,-86.999715,-103.534014
target,-16928.101,-87.193791,-104.021576
target,-16918.945,-88.854164,-103.218635
target,-16909.790,-88.750736,-104.538504
target,-16900.635,-87.640415,-104.385048
target,-16891.479,-87.313710,-103.454836
target,-16882.324,-88.582948,-102.482705
target,-16873.169,-90.643614,-103.713045
target,-16864.014,-88.929263,-104.507393
target,-16854.858,-88.007058,-104.895226
target,-16845.703,-88.773206,-105.953297
target,-16836.548,-89.406410,-104.040032
target,-16827.393,-89.719111,-103.874339
target,-16818.237,-89.697457,-104.880983
target,-16809.082,-89.652704,-104.825217
target,-16799.927,-89.977026,-103.868425
target,-16790.771,-90.248279,-103.097883
target,-16781.616,-89.520470,-104.289207
target,-16772.461,-90.533845,-104.111222
target,-16763.306,-90.472263,-103.968683
target,-16754.150,-90.156786,-102.890339
target,-16744.995,-91.821989,-102.766001
target,-16735.840,-91.910701,-103.792032
target,-16726.685,-90.102662,-103.949610
target,-16717.529,-89.975530,-104.615130
target,-16708.374,-91.179450,-103.288677
target,-16699.219,-92.098013,-103.300526
target,-16690.063,-92.913099,-102.717195
target,-16680.908,-93.538729,-102.836724
target,-16671.753,-93.274247,-102.851224
target,-16662.598,-93.823895,-103.850615
target,-16653.442,-92.209864,-103.509162
target,-16644.287,-91.683674,-102.701412
target,-16635.132,-93.530175,-102.914424
target,-16625.977,-93.619184,-103.970642
target,-16616.821,-92.347598,-105.126492
target,-16607.666,-93.052106,-105.630123
target,-16598.511,-93.778303,-104.131578
target,-16589.355,-94.105170,-104.522746
target,-16580.200,-94.216872,-104.359619
target,-16571.045,-92.569677,-104.789318
target,-16561.890,-93.478688,-103.835838
target,-16552.734,-94.047968,-104.730042
target,-16543.579,-94.046333,-104.843627
target,-16534.424,-92.908528,-103.328930
target,-16525.269,-92.158962,-102.338680
target,-16516.113,-92.535636,-103.351834
target,-16506.958,-93.129246,-104.512563
target,-16497.803,-93.554460,-105.484247
target,-16488.647,-93.933769,-104.088201
target,-16479.492,-93.564765,-105.173001
target,-16470.337,-93.178611,-104.483410
target,-16461.182,-92.631003,-104.048032
target,-16452.026,-92.890206,-103.078543
target,-16442.871,-92.526017,-103.067185
target,-16433.716,-91.520948,-103.564995
target,-16424.561,-90.607664,-104.332302
target,-16415.405,-91.591530,-102.981994
target,-16406.250,-91.177612,-101.532737
target,-16397.095,-91.583156,-103.216093
target,-16387.939,-91.752569,-102.848486
target,-16378.784,-92.040466,-103.452659
target,-16369.629,-91.952545,-104.461989
target,-16360.474,-89.995465,-103.018623
target,-16351.318,-88.871810,-103.691737
target,-16342.163,-88.950117,-104.730168
target,-16333.008,-89.800355,-104.593466
target,-16323.853,-88.738121,-102.765429
target,-16314.697,-89.169225,-103.547222
target,-16305.542,-89.738920,-102.635223
target,-16296.387,-89.133780,-102.634286
target,-16287.231,-89.074141,-103.766389
target,-16278.076,-89.505432,-103.903168
target,-16268.921,-89.477718,-103.883408
target,-16259.766,-89.639641,-104.944860
target,-16250.610,-89.733680,-104.609360
target,-16241.455,-89.556214,-103.059675
target,-16232.300,-88.346495,-102.374238
target,-16223.145,-89.157205,-103.045323
target,-16213.989,-88.280500,-104.535779
target,-16204.834,-87.769190,-104.807824
target,-16195.679,-87.156053,-102.773420
target,-16186.523,-87.978226,-102.922813
target,-16177.368,-87.517182,-103.637928
target,-16168.213,-88.273656,-104.186856
target,-16159.058,-88.186926,-106.159964
target,-16149.902,-87.051607,-105.081651
target,-16140.747,-85.815825,-103.824817
target,-16131.592,-86.226985,-103.428747
target,-16122.437,-84.935299,-103.829893
target,-16113.281,-86.017235,-104.603998
target,-16104.126,-85.617350,-103.883280
target,-16094.971,-84.606491,-103.125043
target,-16085.815,-85.245652,-104.350797
target,-16076.660,-85.003998,-103.260465
target,-16067.505,-84.505745,-102.484001
target,-16058.350,-84.857589,-104.106320
target,-16049.194,-85.598480,-105.056822
target,-16040.039,-84.560177,-103.754527
target,-16030.884,-85.408577,-102.463688
target,-16021.729,-85.082032,-103.088705
target,-16012.573,-84.444155,-103.220605
target,-16003.418,-84.839207,-104.255803
target,-15994.263,-85.291202,-103.638902
target,-15985.107,-85.640007,-103.454571
target,-15975.952,-85.317283,-103.150404
target,-15966.797,-84.592369,-103.853879
target,-15957.642,-83.931528,-104.386315
target,-15948.486,-83.226315,-102.586526
