physical,role,frequency_hz,tx_on_dbfs_per_hz,same_capture_rf_off_dbfs_per_hz,signed_on_minus_off_linear_per_hz,positive_on_minus_off_dbfs_per_hz,in_mandatory_222p5_223p0_baseline
138,image,208569140.625000,-110.316659245,-110.647678707,6.82271831602e-13,-121.660425587,0
138,image,208569238.281250,-109.900966487,-110.757995621,1.83217784144e-12,-117.370323736,0
138,image,208569335.937500,-110.0119679,-110.418428721,8.90990432458e-13,-120.501269594,0
138,image,208569433.593750,-109.865234594,-110.440436828,1.27958772105e-12,-118.929299361,0
138,image,208569531.250000,-109.804434397,-110.519595216,1.58821211903e-12,-117.990914944,0
138,image,208569628.906250,-109.876323966,-110.42265782,1.21621691654e-12,-119.149889602,0
138,image,208569726.562500,-109.87083637,-110.16735989,6.79906786053e-13,-121.675506242,0
138,image,208569824.218750,-109.589233639,-110.649191486,2.38045732603e-12,-116.233395996,0
138,image,208569921.875000,-109.678700831,-110.394831808,1.63690483839e-12,-117.859765676,0
138,image,208570019.531250,-109.528443871,-110.415632325,2.05959890805e-12,-116.862173471,0
138,image,208570117.187500,-109.665218002,-110.549126772,1.98909358524e-12,-117.013447832,0
138,image,208570214.843750,-109.59320662,-110.624857083,2.32201865396e-12,-116.341342957,0
138,image,208570312.500000,-109.811256799,-110.653192624,1.84056889328e-12,-117.350479221,0
138,image,208570410.156250,-109.978352216,-110.567536262,1.27498548268e-12,-118.944947602,0
138,image,208570507.812500,-109.545654386,-110.868780844,2.91590646566e-12,-115.352264111,0
138,image,208570605.468750,-109.83758315,-110.738546705,1.94488948171e-12,-117.111050724,0
138,image,208570703.125000,-110.342730767,-110.487745278,3.03475422478e-13,-125.178764753,0
138,image,208570800.781250,-109.878923791,-110.580365619,1.53360962259e-12,-118.142851752,0
138,image,208570898.437500,-109.790235837,-110.627296333,1.83978870835e-12,-117.352320509,0
138,image,208570996.093750,-109.302079547,-110.668569622,3.17014946603e-12,-114.989202612,0
138,image,208571093.750000,-109.296769122,-110.467069242,2.7773731762e-12,-115.563657632,0
138,image,208571191.406250,-109.446666404,-110.362121428,2.15882308558e-12,-116.657829464,0
138,image,208571289.062500,-110.156054599,-110.494774426,7.23810576778e-13,-121.40375075,0
138,image,208571386.718750,-110.393892066,-110.629087143,4.81446490488e-13,-123.174519747,0
138,image,208571484.375000,-110.356247647,-110.600993685,5.04808617243e-13,-122.968732402,0
138,image,208571582.031250,-110.161860351,-110.371359436,4.53710614143e-13,-123.432210607,0
138,image,208571679.687500,-109.841314414,-110.443528069,1.34298774219e-12,-118.719279512,0
138,image,208571777.343750,-110.156494722,-110.503696652,7.41146223796e-13,-121.300960998,0
138,image,208571875.000000,-109.991688214,-110.653555497,1.41626532767e-12,-118.488553769,0
138,image,208571972.656250,-109.849607202,-110.539606636,1.52075905054e-12,-118.179395902,0
138,image,208572070.312500,-110.231412429,-110.624385925,8.20232893447e-13,-120.860628184,0
138,image,208572167.968750,-109.827888955,-110.246343345,9.55696917737e-13,-120.196798147,0
138,image,208572265.625000,-109.69723316,-110.353025545,1.50273240733e-12,-118.231183477,0
138,image,208572363.281250,-110.132213361,-110.314013819,3.97677493486e-13,-124.004689872,0
138,image,208572460.937500,-109.859198154,-110.567562805,1.55458985184e-12,-118.083841716,0
138,image,208572558.593750,-109.824884876,-110.55438124,1.6098520298e-12,-117.932140405,0
138,image,208572656.250000,-109.513138643,-110.658915194,2.59401041091e-12,-115.860282852,0
138,image,208572753.906250,-109.276507331,-110.652691931,3.20810011979e-12,-114.937520865,0
138,image,208572851.562500,-109.96590497,-110.567595239,1.30395002342e-12,-118.847390535,0
138,image,208572949.218750,-110.445202309,-110.656068764,4.27762087892e-13,-123.687977091,0
138,image,208573046.875000,-109.938118439,-110.825632237,1.87481627588e-12,-117.270412849,0
138,image,208573144.531250,-109.950231765,-110.756266858,1.7134358564e-12,-117.66132149,0
138,image,208573242.187500,-110.183339341,-110.547424534,7.70917103729e-13,-121.129923189,0
138,image,208573339.843750,-109.563831361,-110.500503068,2.14500241587e-12,-116.685722143,0
138,image,208573437.500000,-109.59151092,-110.635639138,2.34778037471e-12,-116.29342532,0
138,image,208573535.156250,-109.479795678,-110.724534125,2.80907135963e-12,-115.514372282,0
138,image,208573632.812500,-109.570110958,-110.628511218,2.38785927476e-12,-116.219912713,0
138,image,208573730.468750,-109.561324759,-110.728673913,2.60749289682e-12,-115.83776866,0
138,image,208573828.125000,-109.659322225,-110.635956359,2.17820310415e-12,-116.619016274,0
138,image,208573925.781250,-109.627713588,-110.549958269,2.08446189711e-12,-116.810060391,0
138,image,208574023.437500,-109.740031563,-110.33106655,1.35085602581e-12,-118.693909356,0
138,image,208574121.093750,-110.002750241,-110.700778835,1.48381519752e-12,-118.286201851,0
138,image,208574218.750000,-110.235049878,-110.780720154,1.11851835967e-12,-119.513568829,0
138,image,208574316.406250,-109.501499487,-110.328657327,1.94514714277e-12,-117.110475404,0
138,image,208574414.062500,-109.309898092,-110.18096891,2.13036258322e-12,-116.715464743,0
138,image,208574511.718750,-109.72596596,-110.473176382,1.68359265139e-12,-117.737629785,0
138,image,208574609.375000,-110.144192911,-110.885418516,1.51779290314e-12,-118.187874822,0
138,image,208574707.031250,-109.893743799,-110.557285638,1.45196070593e-12,-118.380451367,0
138,image,208574804.687500,-109.949831462,-110.462089767,1.12553852229e-12,-119.486396364,0
138,image,208574902.343750,-109.795491266,-110.742256315,2.05319485433e-12,-116.875698328,0
138,image,208575000.000000,-110.612739306,-110.837162914,4.37358366805e-13,-123.591625609,0
138,image,208575097.656250,-110.41279161,-110.949369911,1.05685866734e-12,-119.759830866,0
138,image,208575195.312500,-110.053029743,-110.513317545,9.93415738857e-13,-120.028689637,0
138,image,208575292.968750,-110.195059818,-110.527387499,7.0431314498e-13,-121.522342061,0
138,image,208575390.625000,-110.060736987,-110.905526904,1.74315378243e-12,-117.586642974,0
138,image,208575488.281250,-110.125504356,-110.412457702,6.21166286022e-13,-122.067921238,0
138,image,208575585.937500,-110.089599475,-110.699393273,1.28323368316e-12,-118.916942493,0
138,image,208575683.593750,-109.721396766,-110.505654531,1.7616185952e-12,-117.54088114,0
138,image,208575781.250000,-109.429953673,-110.753194888,2.99485553958e-12,-115.236241215,0
138,image,208575878.906250,-109.494970285,-110.409746537,2.13352276816e-12,-116.709027182,0
138,image,208575976.562500,-109.64937318,-110.609144988,2.14951847348e-12,-116.676588181,0
138,image,208576074.218750,-110.234766229,-110.614834285,7.93844815944e-13,-121.00264387,0
138,image,208576171.875000,-109.996275362,-110.861039102,1.8070270856e-12,-117.430353377,0
138,image,208576269.531250,-109.855449095,-111.028006051,2.44621802676e-12,-116.115048377,0
138,image,208576367.187500,-109.455031648,-110.943230769,3.28917043414e-12,-114.829136222,0
138,image,208576464.843750,-110.046868385,-110.487110506,9.53661536429e-13,-120.206057332,0
138,image,208576562.500000,-110.180964356,-110.490144736,6.59119056461e-13,-121.810361318,0
138,image,208576660.156250,-109.984078486,-110.393851736,9.03699137485e-13,-120.439761322,0
138,image,208576757.812500,-109.619247064,-110.316237589,1.61858051593e-12,-117.908656918,0
138,image,208576855.468750,-109.563602074,-110.19589699,1.49811077227e-12,-118.244560731,0
138,image,208576953.125000,-109.555901194,-110.440991307,2.04225458953e-12,-116.898901193,0
138,image,208577050.781250,-109.493389944,-110.355591229,2.02343043747e-12,-116.939117214,0
138,image,208577148.437500,-109.786392674,-110.484784029,1.56035551656e-12,-118.067764393,0
138,image,208577246.093750,-110.542775265,-110.693359968,3.00754087699e-13,-125.217884612,0
138,image,208577343.750000,-110.001115176,-110.83872923,1.75363956376e-12,-117.56059665,0
138,image,208577441.406250,-109.776374497,-110.8576281,2.32040719431e-12,-116.344357967,0
138,image,208577539.062500,-109.654688148,-110.806555093,2.52248179396e-12,-115.981719596,0
138,image,208577636.718750,-109.533388844,-110.528256353,2.27954331579e-12,-116.421521509,0
138,image,208577734.375000,-110.115284791,-110.54881593,9.25148086608e-13,-120.33788745,0
138,image,208577832.031250,-109.915169527,-110.50018171,1.28511305379e-12,-118.91058665,0
138,image,208577929.687500,-109.808607288,-110.639404859,1.81958482519e-12,-117.400276937,0
138,image,208578027.343750,-109.669046381,-110.609695557,2.10162316148e-12,-116.774451539,0
138,image,208578125.000000,-109.929579333,-110.563598594,1.3805267933e-12,-118.599551601,0
138,image,208578222.656250,-110.023936876,-110.405594346,8.36666994098e-13,-120.774473633,0
138,image,208578320.312500,-110.313631722,-110.276446355,-7.99991156559e-14,-3076.52655569,0
138,image,208578417.968750,-110.295377872,-110.455735545,3.38668210161e-13,-124.702255675,0
138,image,208578515.625000,-110.507876122,-110.830162622,6.36290609289e-13,-121.963444863,0
138,image,208578613.281250,-110.527015051,-110.633044523,2.13624025775e-13,-126.703499049,0
138,image,208578710.937500,-110.35180405,-110.587015646,4.86168157967e-13,-123.132134891,0
138,image,208578808.593750,-109.631813412,-110.684694511,2.34332574782e-12,-116.301673355,0
138,image,208578906.250000,-110.026512507,-110.711016921,1.44932206958e-12,-118.388350945,0
138,image,208579003.906250,-110.444487435,-110.733064798,5.80336959824e-13,-122.363197697,0
138,image,208579101.562500,-110.349627008,-110.715210093,7.44883141663e-13,-121.279118547,0
138,image,208579199.218750,-110.817159047,-110.590661481,-4.43544726788e-13,-3076.52655569,0
138,image,208579296.875000,-110.538833039,-110.531086524,-1.57697991554e-14,-3076.52655569,0
138,image,208579394.531250,-110.425488868,-110.628420396,4.13913182668e-13,-123.830907416,0
138,image,208579492.187500,-109.992945298,-110.62489292,1.35640050305e-12,-118.676120578,0
138,image,208579589.843750,-109.647063108,-110.704399628,2.34383933489e-12,-116.300721616,0
138,image,208579687.500000,-109.910008919,-110.613121149,1.52601230188e-12,-118.164419653,0
138,image,208579785.156250,-110.841336623,-110.818436778,-4.35572113902e-14,-3076.52655569,0
138,image,208579882.812500,-109.939690246,-110.648671358,1.52726506875e-12,-118.160855812,0
138,image,208579980.468750,-110.014593823,-110.600122325,1.25706229385e-12,-119.006432003,0
138,image,208580078.125000,-109.812085881,-110.511499038,1.5532432036e-12,-118.08760538,0
138,image,208580175.781250,-109.828410879,-110.26785755,1.00113744536e-12,-119.995062945,0
138,image,208580273.437500,-109.620982799,-110.443051778,1.88178669633e-12,-117.254296061,0
138,image,208580371.093750,-109.710132089,-110.777974964,2.33029629178e-12,-116.325888559,0
138,image,208580468.750000,-110.423737905,-110.859044501,8.65074683118e-13,-120.629463977,0
138,image,208580566.406250,-110.458716513,-110.6191716,3.26361916957e-13,-124.863005246,0
138,image,208580664.062500,-110.405887132,-110.447753261,8.73772073135e-14,-130.5860184,0
138,image,208580761.718750,-109.894139944,-110.652237414,1.64124385284e-12,-117.848268875,0
138,image,208580859.375000,-109.591625227,-110.789474251,2.6481252925e-12,-115.770614707,0
138,image,208580957.031250,-109.473027582,-110.445912534,2.2658850606e-12,-116.44762124,0
138,image,208581054.687500,-109.673742811,-110.268750361,1.38023525716e-12,-118.60046883,0
138,image,208581152.343750,-109.809875572,-110.144107232,7.73875869069e-13,-121.113286953,0
138,image,208581250.000000,-109.513259256,-110.698451025,2.67156429141e-12,-115.7323437,0
138,image,208581347.656250,-109.711503652,-110.823529059,2.41415151144e-12,-116.172354772,0
138,image,208581445.312500,-110.071451314,-110.651702434,1.23026017689e-12,-119.100030337,0
138,image,208581542.968750,-110.59162466,-110.664559623,1.45327346288e-13,-128.376526567,0
138,image,208581640.625000,-110.206660956,-110.574658531,7.74684003376e-13,-121.108754118,0
138,image,208581738.281250,-110.509672253,-110.62877691,2.40566741958e-13,-126.187644135,0
138,image,208581835.937500,-110.221904516,-110.303579461,1.77025871225e-13,-127.519632596,0
138,image,208581933.593750,-110.075578243,-110.550390653,1.01778390723e-12,-119.923444203,0
138,image,208582031.250000,-109.94047793,-110.60709329,1.44257598847e-12,-118.408613009,0
138,image,208582128.906250,-109.829012269,-110.619159483,1.73027024893e-12,-117.618860596,0
138,image,208582226.562500,-109.498808866,-110.90253339,3.09969728646e-12,-115.086807169,0
138,image,208582324.218750,-110.051301041,-110.88975407,1.73506572504e-12,-117.606840693,0
138,image,208582421.875000,-110.201297749,-110.434371092,4.98858031223e-13,-123.020230316,0
138,image,208582519.531250,-109.933647563,-110.411470447,1.05790278176e-12,-119.755542409,0
138,image,208582617.187500,-109.617158548,-110.368084155,1.7341686653e-12,-117.609086653,0
138,image,208582714.843750,-109.797110918,-110.609266183,1.78718099284e-12,-117.47831463,0
138,image,208582812.500000,-110.299755408,-110.619945633,6.6334133718e-13,-121.782629381,0
138,image,208582910.156250,-110.317674211,-110.48780204,3.57063127799e-13,-124.47254995,0
138,image,208583007.812500,-110.161876207,-110.607396539,9.39312269978e-13,-120.271900046,0
138,image,208583105.468750,-110.40513314,-110.773092058,7.40003294015e-13,-121.307663471,0
138,image,208583203.125000,-110.448531868,-110.540332235,1.88636178381e-13,-127.243750106,0
138,image,208583300.781250,-109.900699351,-110.260641207,8.13776801634e-13,-120.894946948,0
138,image,208583398.437500,-109.666822583,-110.483429641,1.8507842655e-12,-117.326442013,0
138,image,208583496.093750,-109.822199385,-110.432037235,1.36481875457e-12,-118.649250183,0
138,image,208583593.750000,-109.642261947,-110.456618079,1.85661617652e-12,-117.312778699,0
138,image,208583691.406250,-109.867011597,-110.785685682,1.96585596551e-12,-117.064483053,0
138,image,208583789.062500,-110.019018873,-110.930874965,1.88557903213e-12,-117.245552599,0
138,image,208583886.718750,-110.142184156,-110.77959811,1.32110664512e-12,-118.790621229,0
138,image,208583984.375000,-109.946401577,-110.813009814,1.83142112635e-12,-117.372117803,0
138,image,208584082.031250,-109.589455899,-110.971997747,2.99677118525e-12,-115.233464158,0
138,image,208584179.687500,-109.35491718,-110.701701739,3.09329746028e-12,-115.09578315,0
138,image,208584277.343750,-109.689515629,-110.591063606,2.01351601506e-12,-116.960449118,0
138,image,208584375.000000,-110.111602488,-110.806381566,1.44087479483e-12,-118.413737557,0
138,image,208584472.656250,-110.518477553,-110.929250592,8.00927279172e-13,-120.964069142,0
138,image,208584570.312500,-110.430651112,-110.819245344,7.75107754794e-13,-121.106379181,0
138,image,208584667.968750,-110.176941216,-110.771657102,1.22866812091e-12,-119.105654098,0
138,image,208584765.625000,-109.448458992,-110.648651431,2.74152474277e-12,-115.620078302,0
138,image,208584863.281250,-109.715783542,-110.560615398,1.8873418835e-12,-117.241494222,0
138,image,208584960.937500,-109.764718214,-110.570238017,1.78717238713e-12,-117.478335543,0
138,image,208585058.593750,-109.401073244,-110.823318149,3.20560089701e-12,-114.94090549,0
138,image,208585156.250000,-110.403355466,-110.723167803,6.4696809232e-13,-121.891171377,0
138,image,208585253.906250,-110.411948463,-110.333966948,-1.64784902999e-13,-3076.52655569,0
138,image,208585351.562500,-110.381038965,-110.86988674,9.75151951263e-13,-120.109277059,0
138,image,208585449.218750,-109.930638359,-110.599792872,1.45094198237e-12,-118.38349953,0
138,image,208585546.875000,-109.574502259,-110.485596792,2.08722988758e-12,-116.804297151,0
138,image,208585644.531250,-110.055824191,-110.745151397,1.44893238099e-12,-118.389518818,0
138,image,208585742.187500,-110.035890831,-110.793439911,1.58748772006e-12,-117.992896255,0
138,image,208585839.843750,-109.84671425,-110.995595118,2.40791322465e-12,-116.183591681,0
138,image,208585937.500000,-110.350963614,-110.872862182,1.04441185962e-12,-119.811282053,0
138,image,208586035.156250,-110.389714978,-110.665057817,5.61595434678e-13,-122.505764313,0
138,image,208586132.812500,-110.368083795,-110.647640771,5.72762759004e-13,-122.420252276,0
138,image,208586230.468750,-110.252561657,-110.1816661,-1.55284512125e-13,-3076.52655569,0
138,image,208586328.125000,-110.12841968,-110.258501484,2.86485350283e-13,-125.428975812,0
138,image,208586425.781250,-110.220683394,-110.740152766,1.07150127306e-12,-119.700073086,0
138,image,208586523.437500,-109.890211632,-110.849821909,2.03325579057e-12,-116.918079822,0
138,image,208586621.093750,-109.972268613,-110.725993196,1.60346757997e-12,-117.949398165,0
138,image,208586718.750000,-109.978170211,-110.845585687,1.81960319156e-12,-117.400233101,0
138,image,208586816.406250,-110.177754906,-110.642059051,9.73272294032e-13,-120.117656394,0
138,image,208586914.062500,-109.535744024,-110.432677744,2.07647407731e-12,-116.826734863,0
138,image,208587011.718750,-109.300926716,-110.747205227,3.32710106313e-12,-114.779340069,0
138,image,208587109.375000,-109.507144552,-110.670718031,2.63277985609e-12,-115.795854536,0
138,image,208587207.031250,-110.011473778,-110.712445213,1.48659057245e-12,-118.278086257,0
138,image,208587304.687500,-109.912356876,-110.90063517,2.07673933848e-12,-116.826180104,0
138,image,208587402.343750,-110.273401592,-110.63967012,7.59434647306e-13,-121.195095931,0
138,image,208587500.000000,-110.075504091,-110.786946699,1.4849728666e-12,-118.282814817,0
138,image,208587597.656250,-110.435409214,-110.912925499,9.41902359662e-13,-120.259941151,0
138,image,208587695.312500,-110.151943544,-110.659454774,1.06497279766e-12,-119.726614852,0
138,image,208587792.968750,-109.868692058,-110.688192076,1.77241158276e-12,-117.514354205,0
138,image,208587890.625000,-109.676658566,-110.886579545,2.61947569085e-12,-115.817856275,0
138,image,208587988.281250,-110.024981417,-110.882166601,1.78089230724e-12,-117.493623421,0
138,image,208588085.937500,-110.442698631,-110.734853399,5.87533931867e-13,-122.309670465,0
138,image,208588183.593750,-109.999943197,-110.675226804,1.44006072795e-12,-118.416191931,0
138,image,208588281.250000,-109.940733521,-110.651953568,1.53133608979e-12,-118.149294821,0
138,image,208588378.906250,-110.441644637,-111.02793928,1.1407281481e-12,-119.428178419,0
138,image,208588476.562500,-110.387625477,-110.9751181,1.15720956651e-12,-119.365879847,0
138,image,208588574.218750,-110.274743626,-110.793150091,1.05620743053e-12,-119.762507815,0
138,image,208588671.875000,-110.443907933,-110.688414782,4.94251433622e-13,-123.060520623,0
138,image,208588769.531250,-110.09874477,-110.791009465,1.44032281948e-12,-118.415401586,0
138,image,208588867.187500,-109.949948285,-110.660092697,1.52596313302e-12,-118.164559587,0
138,image,208588964.843750,-110.705838839,-110.630381935,-1.48973524866e-13,-3076.52655569,0
138,image,208589062.500000,-110.549302182,-110.610315708,1.22931870013e-13,-129.103355119,0
138,image,208589160.156250,-109.89002488,-110.596571278,1.53994569872e-12,-118.124945929,0
138,image,208589257.812500,-109.959378431,-110.718545225,1.61886081123e-12,-117.9079049,0
138,image,208589355.468750,-110.560227433,-110.778842686,4.31507643924e-13,-123.650115066,0
138,image,208589453.125000,-110.496310497,-110.815716826,6.32492987144e-13,-121.989442854,0
138,image,208589550.781250,-109.757173129,-110.88892038,2.42598789642e-12,-116.151113702,0
138,image,208589648.437500,-109.914653625,-111.032666161,2.31470115444e-12,-116.355050718,0
138,image,208589746.093750,-109.933537771,-110.667535798,1.578969224e-12,-118.016263348,0
138,image,208589843.750000,-110.027229612,-110.709012552,1.44376190934e-12,-118.405044203,0
138,image,208589941.406250,-110.033124625,-111.027697741,2.03123371892e-12,-116.922401027,0
138,image,208590039.062500,-109.408111348,-110.590091301,2.73058192092e-12,-115.637447895,0
138,image,208590136.718750,-109.738279932,-110.481006877,1.66958929514e-12,-117.773903485,0
138,image,208590234.375000,-110.388855636,-110.743639389,7.17258024405e-13,-121.443245843,0
138,image,208590332.031250,-110.021243459,-110.583698483,1.2088150659e-12,-119.176401359,0
138,image,208590429.687500,-109.92068709,-110.682911061,1.63936494688e-12,-117.853243553,0
138,image,208590527.343750,-109.848600319,-110.767867744,1.97535249985e-12,-117.043553937,0
138,image,208590625.000000,-109.687819236,-110.880587148,2.58056860037e-12,-115.882845914,0
138,image,208590722.656250,-110.332163935,-110.656262663,6.66150649921e-13,-121.764275441,0
138,image,208590820.312500,-109.691944396,-110.401655908,1.61845512425e-12,-117.90899338,0
138,image,208590917.968750,-109.735258308,-110.863144242,2.43097531201e-12,-116.142194517,0
138,image,208591015.625000,-110.164811534,-110.819629959,1.34749080472e-12,-118.704741898,0
138,image,208591113.281250,-110.53385518,-110.336954275,-4.10166441173e-13,-3076.52655569,0
138,image,208591210.937500,-110.3212772,-110.349150732,5.94137597646e-14,-132.261129641,0
138,image,208591308.593750,-110.058429509,-110.990492237,1.90567089997e-12,-117.199520978,0
138,image,208591406.250000,-110.103033658,-110.841404555,1.5268321118e-12,-118.162087147,0
138,image,208591503.906250,-109.914967488,-110.672330241,1.63194275954e-12,-117.872950782,0
138,image,208591601.562500,-109.394681267,-110.624786284,2.83553669056e-12,-115.473647288,0
138,image,208591699.218750,-109.943813789,-110.804831793,1.82182505469e-12,-117.394933296,0
138,image,208591796.875000,-109.459834024,-110.847419821,3.0971234516e-12,-115.090414833,0
138,image,208591894.531250,-109.635926148,-110.764595343,2.48873001883e-12,-116.040222138,0
138,image,208591992.187500,-109.984892823,-110.968261621,2.03330139374e-12,-116.917982417,0
138,image,208592089.843750,-109.71456519,-110.894171327,2.54009557445e-12,-115.951499422,0
138,image,208592187.500000,-109.974356948,-110.947196551,2.01877016755e-12,-116.949131217,0
138,image,208592285.156250,-110.568642872,-110.842334846,5.35797556507e-13,-122.709992713,0
138,image,208592382.812500,-110.253346995,-110.851024531,1.21284893429e-12,-119.161932891,0
138,image,208592480.468750,-110.211126527,-110.676000362,9.66944980201e-13,-120.145982369,0
138,image,208592578.125000,-109.931151652,-110.541821685,1.33269679388e-12,-118.752686471,0
138,image,208592675.781250,-109.760339445,-110.623786665,1.90528620575e-12,-117.200397768,0
138,image,208592773.437500,-109.91560557,-110.334220695,9.36930560055e-13,-120.282925953,0
138,image,208592871.093750,-110.438326212,-110.590211184,3.10688912926e-13,-125.076742445,0
138,image,208592968.750000,-109.840881323,-110.919746853,2.2817482714e-12,-116.417322698,0
138,image,208593066.406250,-110.167947751,-110.7587811,1.22371169351e-12,-119.123208899,0
138,image,208593164.062500,-110.055209011,-110.439455126,8.36052615646e-13,-120.777663901,0
138,image,208593261.718750,-110.363983221,-110.478078122,2.38446715971e-13,-126.226086545,0
138,image,208593359.375000,-110.059350927,-110.707767268,1.36809744864e-12,-118.63882967,0
138,image,208593457.031250,-109.679717862,-110.505998807,1.86514423926e-12,-117.292875768,0
138,image,208593554.687500,-109.72533314,-110.640644538,2.02436661771e-12,-116.937108329,0
138,image,208593652.343750,-109.893945446,-110.615997647,1.56959357592e-12,-118.042127875,0
138,image,208593750.000000,-109.320694066,-110.684681051,3.15166928701e-12,-115.014593605,0
138,image,208593847.656250,-108.849093713,-110.803037473,4.72256516383e-12,-113.258220408,0
138,image,208593945.312500,-108.651949809,-110.884204743,5.48178473751e-12,-112.610780226,0
138,image,208594042.968750,-109.514452573,-110.862370587,2.98386896517e-12,-115.252202526,0
138,image,208594140.625000,-110.290850528,-110.787833635,1.01125352556e-12,-119.951399513,0
138,image,208594238.281250,-110.087799704,-110.901398225,1.67417491919e-12,-117.761991685,0
138,image,208594335.937500,-110.363087808,-110.970684134,1.2008710114e-12,-119.205036388,0
138,image,208594433.593750,-110.077928621,-110.939195362,1.76688630552e-12,-117.527913953,0
138,image,208594531.250000,-109.841905667,-110.62453871,1.71016944903e-12,-117.669608562,0
138,image,208594628.906250,-109.66272461,-110.532112725,1.96070580948e-12,-117.075875644,0
138,image,208594726.562500,-110.406693534,-110.744827411,6.82084238625e-13,-121.661619859,0
138,image,208594824.218750,-110.512570189,-110.698616005,3.72657181384e-13,-124.286905052,0
138,image,208594921.875000,-110.258393412,-110.850813254,1.20149402534e-12,-119.202783845,0
138,image,208595019.531250,-109.857730919,-110.70860501,1.83847856274e-12,-117.355414298,0
138,image,208595117.187500,-109.734029757,-110.505669505,1.730678607e-12,-117.617835746,0
138,image,208595214.843750,-109.942148532,-110.540952572,1.30523680921e-12,-118.843106871,0
138,image,208595312.500000,-110.19978637,-110.454936166,5.44925641402e-13,-122.636627559,0
138,image,208595410.156250,-110.764962479,-110.891501661,2.40786905931e-13,-126.183671338,0
138,image,208595507.812500,-111.167584038,-111.056860551,-1.97353565543e-13,-3076.52655569,0
138,image,208595605.468750,-110.85606489,-110.899308918,8.13532537605e-14,-130.896250726,0
138,image,208595703.125000,-110.592427477,-110.929145816,6.50897444691e-13,-121.864874334,0
138,image,208595800.781250,-110.204475236,-111.084553491,1.74996107488e-12,-117.569716114,0
138,image,208595898.437500,-109.929286061,-110.973091796,2.17150722593e-12,-116.632387211,0
138,image,208595996.093750,-109.807270497,-110.777383067,2.09270343008e-12,-116.792923139,0
138,image,208596093.750000,-109.901432102,-110.46264915,1.24006548256e-12,-119.06555381,0
138,image,208596191.406250,-110.190342359,-110.595395614,8.52311432315e-13,-120.694016862,0
138,image,208596289.062500,-109.806907811,-110.881857414,2.29231122238e-12,-116.397264194,0
138,image,208596386.718750,-109.752745723,-110.872973164,2.4067958689e-12,-116.185607426,0
138,image,208596484.375000,-110.120251071,-110.667516849,1.15162978691e-12,-119.386871106,0
138,image,208596582.031250,-109.875916063,-110.899132681,2.15990598594e-12,-116.655651519,0
138,image,208596679.687500,-109.582739925,-110.955185581,2.98277312261e-12,-115.253797789,0
138,image,208596777.343750,-109.719458757,-110.938057483,2.60990302559e-12,-115.833756291,0
138,image,208596875.000000,-109.993911969,-110.680879411,1.46509217703e-12,-118.341350506,0
138,image,208596972.656250,-109.937752806,-110.554254934,1.34250053845e-12,-118.720855314,0
138,image,208597070.312500,-110.188282207,-110.454297713,5.68933536308e-13,-122.449384656,0
138,image,208597167.968750,-110.239258623,-110.627001286,8.08333383042e-13,-120.924094851,0
138,image,208597265.625000,-109.5637321,-110.709237791,2.56343694175e-12,-115.911773613,0
138,image,208597363.281250,-109.455337902,-110.580927456,2.58819695439e-12,-115.870026782,0
138,image,208597460.937500,-110.040810262,-110.733840869,1.46115485898e-12,-118.353037534,0
138,image,208597558.593750,-110.215505001,-110.735077124,1.07297941817e-12,-119.694086086,0
138,image,208597656.250000,-110.146842944,-110.586852138,9.31490477852e-13,-120.308215803,0
138,image,208597753.906250,-109.986864498,-110.827610443,1.76536565833e-12,-117.53165326,0
138,image,208597851.562500,-110.259760127,-110.976473793,1.43298747728e-12,-118.437576048,0
138,image,208597949.218750,-110.305255951,-110.56835697,5.47928617505e-13,-122.612760164,0
138,image,208598046.875000,-110.565978841,-110.585404882,3.91770005851e-14,-134.069688169,0
138,image,208598144.531250,-109.744444169,-110.768569713,2.22804515611e-12,-116.520760115,0
138,image,208598242.187500,-109.818480435,-110.837367273,2.18044327264e-12,-116.614552076,0
138,image,208598339.843750,-110.11380156,-110.806364374,1.43590807835e-12,-118.428733612,0
138,image,208598437.500000,-110.092811207,-110.906405174,1.67223562281e-12,-117.767025292,0
138,image,208598535.156250,-109.698789105,-110.797295043,2.39536119017e-12,-116.206289912,0
138,image,208598632.812500,-109.655613363,-110.494344981,1.90114610495e-12,-117.209845059,0
138,image,208598730.468750,-110.048547388,-110.62748275,1.23414382172e-12,-119.086342266,0
138,image,208598828.125000,-110.237994851,-110.540670132,6.3730493999e-13,-121.956527151,0
138,image,208598925.781250,-110.444124698,-110.580619349,2.79326405682e-13,-125.53888007,0
138,image,208599023.437500,-110.037639306,-110.726671722,1.45443792712e-12,-118.37304809,0
138,image,208599121.093750,-110.190448413,-110.814280792,1.28062049437e-12,-118.925795522,0
138,image,208599218.750000,-110.09618074,-110.833706816,1.52763792497e-12,-118.159795684,0
138,image,208599316.406250,-110.125174075,-111.158630971,2.05751022763e-12,-116.866579973,0
138,image,208599414.062500,-110.213380379,-110.927917893,1.4443270316e-12,-118.403344605,0
138,image,208599511.718750,-109.815568635,-110.865213447,2.24014158806e-12,-116.497245312,0
138,image,208599609.375000,-110.232134763,-110.926666322,1.40097477376e-12,-118.535696846,0
138,image,208599707.031250,-109.894477422,-110.853078517,2.02935054559e-12,-116.926429274,0
138,image,208599804.687500,-110.319017313,-110.820379624,1.01306814671e-12,-119.943613397,0
