capture_role,frequency_hz,tx_on_dbfs_per_hz,same_capture_rf_off_dbfs_per_hz,positive_tx_on_minus_off_dbfs_per_hz
physical39_true_image_208p2_208p8,208300122.070312500,-96.4141511859,-103.518322477,-97.3550988108
physical39_true_image_208p2_208p8,208300195.312500000,-96.1339734719,-103.908833898,-96.9271175715
physical39_true_image_208p2_208p8,208300268.554687500,-96.1103595451,-103.610111035,-96.9607861627
physical39_true_image_208p2_208p8,208300341.796875000,-96.1988571375,-103.729482749,-97.0426342883
physical39_true_image_208p2_208p8,208300415.039062500,-96.6349258518,-103.630608112,-97.6025317143
physical39_true_image_208p2_208p8,208300488.281250000,-96.6145908079,-103.828716607,-97.5293509041
physical39_true_image_208p2_208p8,208300561.523437500,-95.8411817117,-103.876773829,-96.5839145201
physical39_true_image_208p2_208p8,208300634.765625000,-95.0180413175,-103.622774312,-95.6624047803
physical39_true_image_208p2_208p8,208300708.007812500,-95.8297339987,-103.535808006,-96.6367926902
physical39_true_image_208p2_208p8,208300781.250000000,-96.7251869655,-103.745912343,-97.68656527
physical39_true_image_208p2_208p8,208300854.492187500,-96.3233769042,-103.873508069,-97.1629825773
physical39_true_image_208p2_208p8,208300927.734375000,-95.9360042334,-103.903761012,-96.6915074451
physical39_true_image_208p2_208p8,208301000.976562500,-95.9936547143,-103.697978532,-96.8010709164
physical39_true_image_208p2_208p8,208301074.218750000,-96.2019452709,-103.784957521,-97.0345702035
physical39_true_image_208p2_208p8,208301147.460937500,-96.4557106472,-103.776382088,-97.3458641318
physical39_true_image_208p2_208p8,208301220.703125000,-95.9335738592,-103.641714336,-96.7402106568
physical39_true_image_208p2_208p8,208301293.945312500,-96.3843029364,-103.793418891,-97.2545858442
physical39_true_image_208p2_208p8,208301367.187500000,-96.3835910866,-103.657292433,-97.2845007485
physical39_true_image_208p2_208p8,208301440.429687500,-95.9646248759,-103.719428204,-96.7617989396
physical39_true_image_208p2_208p8,208301513.671875000,-95.9332332072,-103.99777578,-96.6705876068
physical39_true_image_208p2_208p8,208301586.914062500,-95.6721975319,-103.723172689,-96.4120671899
physical39_true_image_208p2_208p8,208301660.156250000,-95.6720753456,-103.911087881,-96.3778993016
physical39_true_image_208p2_208p8,208301733.398437500,-95.9270540339,-104.182148638,-96.6300460919
physical39_true_image_208p2_208p8,208301806.640625000,-96.4604110011,-104.205528485,-97.2595392092
physical39_true_image_208p2_208p8,208301879.882812500,-95.9582962514,-103.985931748,-96.7025147042
physical39_true_image_208p2_208p8,208301953.125000000,-96.1749266326,-104.190643638,-96.9213765357
physical39_true_image_208p2_208p8,208302026.367187500,-96.8441000215,-103.706882075,-97.8455177759
physical39_true_image_208p2_208p8,208302099.609375000,-96.274668268,-103.89404097,-97.0996479546
physical39_true_image_208p2_208p8,208302172.851562500,-95.6645987166,-103.804720972,-96.3881104284
physical39_true_image_208p2_208p8,208302246.093750000,-96.1124628062,-104.015518433,-96.8803695608
physical39_true_image_208p2_208p8,208302319.335937500,-96.0314327757,-103.699860938,-96.8462197949
physical39_true_image_208p2_208p8,208302392.578125000,-95.9485856981,-103.575573911,-96.771973911
physical39_true_image_208p2_208p8,208302465.820312500,-95.8690878577,-103.730122255,-96.6451691893
physical39_true_image_208p2_208p8,208302539.062500000,-95.7793902932,-103.965451405,-96.494626198
physical39_true_image_208p2_208p8,208302612.304687500,-96.2462875814,-104.231797495,-96.9984257233
physical39_true_image_208p2_208p8,208302685.546875000,-95.6657517427,-104.292552764,-96.3065959756
physical39_true_image_208p2_208p8,208302758.789062500,-95.8531918233,-104.141812971,-96.5503196644
physical39_true_image_208p2_208p8,208302832.031250000,-96.0412689192,-103.831866257,-96.8312666911
physical39_true_image_208p2_208p8,208302905.273437500,-96.0828478883,-103.393214292,-96.9753490073
physical39_true_image_208p2_208p8,208302978.515625000,-96.2668647801,-103.567916448,-97.1614938239
physical39_true_image_208p2_208p8,208303051.757812500,-96.2174895476,-103.546489229,-97.1057507298
physical39_true_image_208p2_208p8,208303125.000000000,-96.7642728751,-103.743000016,-97.7361205682
physical39_true_image_208p2_208p8,208303198.242187500,-96.6719356732,-103.910252924,-97.581043359
physical39_true_image_208p2_208p8,208303271.484375000,-96.1372451482,-103.799579768,-96.9532907258
physical39_true_image_208p2_208p8,208303344.726562500,-96.7221023495,-103.758741313,-97.679546592
physical39_true_image_208p2_208p8,208303417.968750000,-96.614120441,-103.810102436,-97.5331454732
physical39_true_image_208p2_208p8,208303491.210937500,-96.3616554401,-103.803191215,-97.2247777507
physical39_true_image_208p2_208p8,208303564.453125000,-96.2295463941,-103.717517631,-97.0825253536
physical39_true_image_208p2_208p8,208303637.695312500,-95.6136675908,-103.94548011,-96.303318628
physical39_true_image_208p2_208p8,208303710.937500000,-95.7259401058,-103.852073522,-96.4519924819
physical39_true_image_208p2_208p8,208303784.179687500,-96.1955543914,-103.309522784,-97.1341351858
physical39_true_image_208p2_208p8,208303857.421875000,-96.8313055024,-103.34458185,-97.9281506251
physical39_true_image_208p2_208p8,208303930.664062500,-96.105857494,-103.646796547,-96.9474261684
physical39_true_image_208p2_208p8,208304003.906250000,-95.5218716876,-103.978386242,-96.19041791
physical39_true_image_208p2_208p8,208304077.148437500,-94.8724125962,-103.961192272,-95.4441261345
physical39_true_image_208p2_208p8,208304150.390625000,-95.3742362269,-103.967353893,-96.0204603559
physical39_true_image_208p2_208p8,208304223.632812500,-96.5037985433,-103.829284079,-97.3928576495
physical39_true_image_208p2_208p8,208304296.875000000,-96.0563146759,-103.360848518,-96.9501475706
physical39_true_image_208p2_208p8,208304370.117187500,-96.5149508832,-103.583583169,-97.4645400864
physical39_true_image_208p2_208p8,208304443.359375000,-96.6685815757,-103.713171873,-97.6240668607
physical39_true_image_208p2_208p8,208304516.601562500,-96.5264017848,-103.521691458,-97.4941056307
physical39_true_image_208p2_208p8,208304589.843750000,-96.2585814752,-103.657217355,-97.1311931261
physical39_true_image_208p2_208p8,208304663.085937500,-96.3964449371,-103.832361039,-97.2608038001
physical39_true_image_208p2_208p8,208304736.328125000,-96.1447755705,-103.698520016,-96.9836109968
physical39_true_image_208p2_208p8,208304809.570312500,-96.0675266992,-104.166290703,-96.7985779987
physical39_true_image_208p2_208p8,208304882.812500000,-96.3903185587,-103.927940855,-97.2325967746
physical39_true_image_208p2_208p8,208304956.054687500,-96.0838648175,-103.803133507,-96.8882338119
physical39_true_image_208p2_208p8,208305029.296875000,-96.3445131685,-103.797444689,-97.2051339437
physical39_true_image_208p2_208p8,208305102.539062500,-96.0389248486,-103.910343138,-96.8129773565
physical39_true_image_208p2_208p8,208305175.781250000,-96.7301513898,-103.688646028,-97.707088032
physical39_true_image_208p2_208p8,208305249.023437500,-96.6140607872,-103.882833118,-97.5161075116
physical39_true_image_208p2_208p8,208305322.265625000,-96.2288997333,-103.930908762,-97.036789043
physical39_true_image_208p2_208p8,208305395.507812500,-96.1113067457,-104.187600509,-96.8464901091
physical39_true_image_208p2_208p8,208305468.750000000,-96.7835576659,-103.813719179,-97.7426010559
physical39_true_image_208p2_208p8,208305541.992187500,-95.9017822929,-103.671842738,-96.6958887934
physical39_true_image_208p2_208p8,208305615.234375000,-95.7527644043,-103.812502577,-96.4910084249
physical39_true_image_208p2_208p8,208305688.476562500,-96.7245403805,-103.455236027,-97.7608792127
physical39_true_image_208p2_208p8,208305761.718750000,-95.8115682146,-103.734842398,-96.5755752825
physical39_true_image_208p2_208p8,208305834.960937500,-96.0797688362,-103.743474692,-96.8955310132
physical39_true_image_208p2_208p8,208305908.203125000,-96.0570694263,-103.808415371,-96.8549404251
physical39_true_image_208p2_208p8,208305981.445312500,-96.0997955397,-103.748833313,-96.918594854
physical39_true_image_208p2_208p8,208306054.687500000,-96.7486912953,-103.854504609,-97.6892417698
physical39_true_image_208p2_208p8,208306127.929687500,-96.4032330235,-104.158048188,-97.2004047024
physical39_true_image_208p2_208p8,208306201.171875000,-96.0674217928,-104.293645274,-96.7755066014
physical39_true_image_208p2_208p8,208306274.414062500,-95.7305411781,-104.00609331,-96.4299486324
physical39_true_image_208p2_208p8,208306347.656250000,-95.9592515644,-103.298475639,-96.8451956897
physical39_true_image_208p2_208p8,208306420.898437500,-96.2101471354,-103.411264883,-97.1279627086
physical39_true_image_208p2_208p8,208306494.140625000,-95.9124737107,-103.726272313,-96.6978576543
physical39_true_image_208p2_208p8,208306567.382812500,-96.0365784415,-103.745398629,-96.8430765211
physical39_true_image_208p2_208p8,208306640.625000000,-95.854004204,-103.82674315,-96.6085614037
physical39_true_image_208p2_208p8,208306713.867187500,-96.4171343057,-103.692207954,-97.3177276773
physical39_true_image_208p2_208p8,208306787.109375000,-95.6493866699,-103.849222916,-96.3621610644
physical39_true_image_208p2_208p8,208306860.351562500,-95.2152381592,-103.669545819,-95.88415176
physical39_true_image_208p2_208p8,208306933.593750000,-94.8261483508,-103.622293295,-95.4406646248
physical39_true_image_208p2_208p8,208307006.835937500,-95.205130651,-103.766306669,-95.8565014146
physical39_true_image_208p2_208p8,208307080.078125000,-95.992667221,-103.712017735,-96.7970195665
physical39_true_image_208p2_208p8,208307153.320312500,-96.6848515991,-104.062675371,-97.5621082627
physical39_true_image_208p2_208p8,208307226.562500000,-96.960521963,-103.59945091,-98.021927577
physical39_true_image_208p2_208p8,208307299.804687500,-96.0627418647,-103.433265317,-96.9416343352
physical39_true_image_208p2_208p8,208307373.046875000,-95.3579803579,-103.689522438,-96.0476779397
physical39_true_image_208p2_208p8,208307446.289062500,-96.30082115,-103.980170241,-97.1133578867
physical39_true_image_208p2_208p8,208307519.531250000,-96.4633812597,-103.728019905,-97.3663827994
physical39_true_image_208p2_208p8,208307592.773437500,-95.9588276469,-103.387733579,-96.8247317667
physical39_true_image_208p2_208p8,208307666.015625000,-95.8258451034,-103.838521636,-96.5728654267
physical39_true_image_208p2_208p8,208307739.257812500,-96.3633328164,-103.983663736,-97.1881120711
physical39_true_image_208p2_208p8,208307812.500000000,-96.582466005,-104.064841111,-97.4366603927
physical39_true_image_208p2_208p8,208307885.742187500,-96.5446776972,-103.361459349,-97.5581050249
physical39_true_image_208p2_208p8,208307958.984375000,-96.2703721987,-103.537761804,-97.1727381861
physical39_true_image_208p2_208p8,208308032.226562500,-96.1111113142,-104.056533603,-96.8708713009
physical39_true_image_208p2_208p8,208308105.468750000,-96.3281612954,-103.699943053,-97.206771573
physical39_true_image_208p2_208p8,208308178.710937500,-96.9626076234,-104.103190379,-97.8947921385
physical39_true_image_208p2_208p8,208308251.953125000,-96.5085575595,-104.076002461,-97.3444794952
physical39_true_image_208p2_208p8,208308325.195312500,-95.9039810592,-104.094307266,-96.6184538408
physical39_true_image_208p2_208p8,208308398.437500000,-96.5384818557,-104.248529985,-97.3447293985
physical39_true_image_208p2_208p8,208308471.679687500,-97.2966020097,-103.995201023,-98.3416317287
physical39_true_image_208p2_208p8,208308544.921875000,-96.9185458972,-104.015993372,-97.8611217345
physical39_true_image_208p2_208p8,208308618.164062500,-95.9099734634,-104.006985281,-96.6413460644
physical39_true_image_208p2_208p8,208308691.406250000,-96.1779287466,-104.316067164,-96.9018001766
physical39_true_image_208p2_208p8,208308764.648437500,-95.9191430039,-104.210449482,-96.6158034429
physical39_true_image_208p2_208p8,208308837.890625000,-96.2017472389,-103.80905643,-97.0292548501
physical39_true_image_208p2_208p8,208308911.132812500,-96.2631815391,-103.911812513,-97.0820652609
physical39_true_image_208p2_208p8,208308984.375000000,-96.0411989818,-103.818377297,-96.8338787992
physical39_true_image_208p2_208p8,208309057.617187500,-96.2217110978,-103.547718725,-97.1106516076
physical39_true_image_208p2_208p8,208309130.859375000,-95.8154685321,-103.665409545,-96.593723727
physical39_true_image_208p2_208p8,208309204.101562500,-95.8031235174,-103.682365155,-96.57565131
physical39_true_image_208p2_208p8,208309277.343750000,-95.6860878119,-103.700162598,-96.4328457513
physical39_true_image_208p2_208p8,208309350.585937500,-95.9437058852,-104.071168951,-96.6695163531
physical39_true_image_208p2_208p8,208309423.828125000,-96.0843260826,-104.057857382,-96.8387329497
physical39_true_image_208p2_208p8,208309497.070312500,-96.3951447948,-103.791843627,-97.2681876236
physical39_true_image_208p2_208p8,208309570.312500000,-96.9227925782,-103.746341292,-97.9344431099
physical39_true_image_208p2_208p8,208309643.554687500,-96.7132824451,-103.711299155,-97.6803058947
physical39_true_image_208p2_208p8,208309716.796875000,-96.2677348971,-103.830985047,-97.1045476905
physical39_true_image_208p2_208p8,208309790.039062500,-96.5081949251,-104.01280445,-97.3575714375
physical39_true_image_208p2_208p8,208309863.281250000,-96.3626410996,-103.849186476,-97.2159295621
physical39_true_image_208p2_208p8,208309936.523437500,-96.0939071568,-103.557417517,-96.9522128715
physical39_true_image_208p2_208p8,208310009.765625000,-95.990491236,-103.605870966,-96.816306715
physical39_true_image_208p2_208p8,208310083.007812500,-95.8063814004,-104.123852642,-96.4985053719
physical39_true_image_208p2_208p8,208310156.250000000,-95.8244998183,-104.405967974,-96.4725958985
physical39_true_image_208p2_208p8,208310229.492187500,-96.3500693167,-104.319592415,-97.1052369926
physical39_true_image_208p2_208p8,208310302.734375000,-96.9008892599,-103.474145141,-97.9806535076
physical39_true_image_208p2_208p8,208310375.976562500,-96.5483174566,-103.628936645,-97.4949821219
physical39_true_image_208p2_208p8,208310449.218750000,-95.7092553621,-103.953336963,-96.414185373
physical39_true_image_208p2_208p8,208310522.460937500,-95.9549199585,-104.029810952,-96.6903621184
physical39_true_image_208p2_208p8,208310595.703125000,-96.1966480348,-104.004240503,-96.9832632436
physical39_true_image_208p2_208p8,208310668.945312500,-96.0548030771,-103.855454561,-96.8427978421
physical39_true_image_208p2_208p8,208310742.187500000,-96.0757070779,-104.055244271,-96.8289755106
physical39_true_image_208p2_208p8,208310815.429687500,-96.4683367654,-103.685622406,-97.3823563469
physical39_true_image_208p2_208p8,208310888.671875000,-96.5233423878,-103.632912513,-97.4629849165
physical39_true_image_208p2_208p8,208310961.914062500,-96.1797715315,-103.652026125,-97.0361688492
physical39_true_image_208p2_208p8,208311035.156250000,-95.8059804659,-103.640042145,-96.5873589634
physical39_true_image_208p2_208p8,208311108.398437500,-96.1339325303,-103.584309889,-96.9951132863
physical39_true_image_208p2_208p8,208311181.640625000,-95.9237138227,-103.882425567,-96.6809378059
physical39_true_image_208p2_208p8,208311254.882812500,-95.7162117393,-104.252682047,-96.371593508
physical39_true_image_208p2_208p8,208311328.125000000,-95.9811213595,-103.60323041,-96.8055288213
physical39_true_image_208p2_208p8,208311401.367187500,-95.8846658338,-103.536124566,-96.7029630167
physical39_true_image_208p2_208p8,208311474.609375000,-95.7927274384,-103.954823558,-96.5122677052
physical39_true_image_208p2_208p8,208311547.851562500,-95.9957394663,-103.82205564,-96.7786463926
physical39_true_image_208p2_208p8,208311621.093750000,-95.7089285116,-103.520422083,-96.4947695152
physical39_true_image_208p2_208p8,208311694.335937500,-96.375480609,-103.913939989,-97.2175796889
physical39_true_image_208p2_208p8,208311767.578125000,-96.6864869875,-104.187422959,-97.5366574377
physical39_true_image_208p2_208p8,208311840.820312500,-96.4111276968,-103.696250857,-97.3094085833
physical39_true_image_208p2_208p8,208311914.062500000,-95.9524179135,-103.716643759,-96.7476959781
physical39_true_image_208p2_208p8,208311987.304687500,-96.3292147988,-104.039309578,-97.1354528252
physical39_true_image_208p2_208p8,208312060.546875000,-96.2947708096,-103.959409225,-97.1103403114
physical39_true_image_208p2_208p8,208312133.789062500,-96.1686448033,-103.946307567,-96.9612276215
physical39_true_image_208p2_208p8,208312207.031250000,-96.2695427183,-103.849902169,-97.1027284747
physical39_true_image_208p2_208p8,208312280.273437500,-96.2878668335,-103.98267167,-97.097230516
physical39_true_image_208p2_208p8,208312353.515625000,-96.968136522,-104.028083341,-97.9198510702
physical39_true_image_208p2_208p8,208312426.757812500,-96.6763903262,-104.142455834,-97.534137905
physical39_true_image_208p2_208p8,208312500.000000000,-96.104381842,-103.984624217,-96.8767148347
physical39_true_image_208p2_208p8,208312573.242187500,-95.6539220318,-103.997920792,-96.3414792469
physical39_true_image_208p2_208p8,208312646.484375000,-95.9701771752,-103.558684694,-96.8016416818
physical39_true_image_208p2_208p8,208312719.726562500,-96.052601138,-103.725942693,-96.8663748967
physical39_true_image_208p2_208p8,208312792.968750000,-96.180832553,-103.977441184,-96.9696320747
physical39_true_image_208p2_208p8,208312866.210937500,-96.649497514,-103.975281246,-97.5384888809
physical39_true_image_208p2_208p8,208312939.453125000,-96.6299172284,-103.735972474,-97.5704092035
physical39_true_image_208p2_208p8,208313012.695312500,-96.133695203,-103.599007157,-96.9916073435
physical39_true_image_208p2_208p8,208313085.937500000,-96.5639064171,-103.717075808,-97.4930828462
physical39_true_image_208p2_208p8,208313159.179687500,-96.5505776148,-103.729281178,-97.473684684
physical39_true_image_208p2_208p8,208313232.421875000,-96.4541465516,-103.431899303,-97.4262386473
physical39_true_image_208p2_208p8,208313305.664062500,-96.4346956729,-103.624065522,-97.3552804564
physical39_true_image_208p2_208p8,208313378.906250000,-96.1900532163,-103.564109274,-97.0681537039
physical39_true_image_208p2_208p8,208313452.148437500,-96.2681254149,-103.464646374,-97.1870234391
physical39_true_image_208p2_208p8,208313525.390625000,-96.1998492212,-103.68387972,-97.0536838744
physical39_true_image_208p2_208p8,208313598.632812500,-96.2015381756,-103.702446625,-97.051714577
physical39_true_image_208p2_208p8,208313671.875000000,-96.1337308993,-103.798278906,-96.9493190781
physical39_true_image_208p2_208p8,208313745.117187500,-95.983376699,-103.551741676,-96.8191033738
physical39_true_image_208p2_208p8,208313818.359375000,-96.5449325422,-103.469682285,-97.5304231647
physical39_true_image_208p2_208p8,208313891.601562500,-95.8817680635,-103.732173387,-96.6599321386
physical39_true_image_208p2_208p8,208313964.843750000,-96.0069399422,-103.858594938,-96.7848588305
physical39_true_image_208p2_208p8,208314038.085937500,-95.9161110733,-103.752672735,-96.6969969428
physical39_true_image_208p2_208p8,208314111.328125000,-95.9227920437,-103.978089811,-96.6618593233
physical39_true_image_208p2_208p8,208314184.570312500,-96.2681017074,-104.002031655,-97.0694935599
physical39_true_image_208p2_208p8,208314257.812500000,-95.7004656832,-103.559616129,-96.4769157267
physical39_true_image_208p2_208p8,208314331.054687500,-96.6775932902,-103.23972488,-97.7605026545
physical39_true_image_208p2_208p8,208314404.296875000,-96.3541608536,-103.371142357,-97.3164673123
physical39_true_image_208p2_208p8,208314477.539062500,-96.3994825491,-103.682687451,-97.2982043362
physical39_true_image_208p2_208p8,208314550.781250000,-96.2898197446,-103.84978237,-97.1273314533
physical39_true_image_208p2_208p8,208314624.023437500,-95.7599978474,-103.817255328,-96.4987016697
physical39_true_image_208p2_208p8,208314697.265625000,-95.3543767284,-103.740044893,-96.0348261323
physical39_true_image_208p2_208p8,208314770.507812500,-96.0498991188,-103.589713061,-96.8917084104
physical39_true_image_208p2_208p8,208314843.750000000,-96.1591066713,-103.45102118,-97.0558285283
physical39_true_image_208p2_208p8,208314916.992187500,-96.701811411,-103.595188106,-97.6953299293
physical39_true_image_208p2_208p8,208314990.234375000,-96.8102678132,-103.709088566,-97.8023880495
physical39_true_image_208p2_208p8,208315063.476562500,-96.4719288455,-103.847177851,-97.3497620614
physical39_true_image_208p2_208p8,208315136.718750000,-95.8960046865,-103.892736895,-96.6460240889
physical39_true_image_208p2_208p8,208315209.960937500,-96.1415837714,-103.988057154,-96.920519848
physical39_true_image_208p2_208p8,208315283.203125000,-96.1849457833,-103.73413373,-97.0247526513
physical39_true_image_208p2_208p8,208315356.445312500,-96.347948355,-103.607304619,-97.2521716697
physical39_true_image_208p2_208p8,208315429.687500000,-96.2584870262,-103.683338504,-97.1252862629
physical39_true_image_208p2_208p8,208315502.929687500,-96.2393161805,-103.692389653,-97.0999058457
physical39_true_image_208p2_208p8,208315576.171875000,-96.0396843493,-103.887711555,-96.8183152467
physical39_true_image_208p2_208p8,208315649.414062500,-95.917962484,-103.95652187,-96.6601420762
physical39_true_image_208p2_208p8,208315722.656250000,-96.19443419,-103.704924636,-97.0425414016
physical39_true_image_208p2_208p8,208315795.898437500,-96.082753343,-103.589941873,-96.931572962
physical39_true_image_208p2_208p8,208315869.140625000,-96.3132394425,-103.753791442,-97.1765780821
physical39_true_image_208p2_208p8,208315942.382812500,-96.6750107382,-103.847820884,-97.5995147292
physical39_true_image_208p2_208p8,208316015.625000000,-95.8823010897,-103.888511322,-96.6305361279
physical39_true_image_208p2_208p8,208316088.867187500,-95.8367047701,-103.920925588,-96.5704275328
physical39_true_image_208p2_208p8,208316162.109375000,-96.7287007416,-103.703212208,-97.7016063302
physical39_true_image_208p2_208p8,208316235.351562500,-96.2169891486,-103.737185791,-97.0630060007
physical39_true_image_208p2_208p8,208316308.593750000,-95.7184049191,-103.896155219,-96.43513036
physical39_true_image_208p2_208p8,208316381.835937500,-95.7783266634,-103.88055793,-96.5087426169
physical39_true_image_208p2_208p8,208316455.078125000,-96.2144842552,-103.950890782,-97.0153744014
physical39_true_image_208p2_208p8,208316528.320312500,-96.375339136,-103.811107036,-97.239730636
physical39_true_image_208p2_208p8,208316601.562500000,-96.1103429028,-103.428533551,-97.0010609223
physical39_true_image_208p2_208p8,208316674.804687500,-96.1028869019,-103.63216813,-96.9469524028
physical39_true_image_208p2_208p8,208316748.046875000,-96.339791422,-103.72545087,-97.2152960602
physical39_true_image_208p2_208p8,208316821.289062500,-95.8738266466,-103.627186828,-96.6712915371
physical39_true_image_208p2_208p8,208316894.531250000,-95.3785518378,-103.712529281,-96.0678303977
physical39_true_image_208p2_208p8,208316967.773437500,-95.9521744969,-103.786511193,-96.733498785
physical39_true_image_208p2_208p8,208317041.015625000,-96.1020536381,-103.585746361,-96.95596168
physical39_true_image_208p2_208p8,208317114.257812500,-95.7911284524,-103.564634084,-96.5845440603
physical39_true_image_208p2_208p8,208317187.500000000,-96.0155721104,-103.939803951,-96.7793950051
physical39_true_image_208p2_208p8,208317260.742187500,-96.3903425303,-104.155572208,-97.1854188947
physical39_true_image_208p2_208p8,208317333.984375000,-95.7057839967,-104.039997038,-96.3950220349
physical39_true_image_208p2_208p8,208317407.226562500,-96.2457588675,-103.962424632,-97.0506576821
physical39_true_image_208p2_208p8,208317480.468750000,-96.7945446675,-103.62077926,-97.8054909489
physical39_true_image_208p2_208p8,208317553.710937500,-96.1948970959,-103.774827569,-97.0281735806
physical39_true_image_208p2_208p8,208317626.953125000,-96.3814518023,-103.80889019,-97.2476797996
physical39_true_image_208p2_208p8,208317700.195312500,-96.236564759,-103.860689624,-97.0605509527
physical39_true_image_208p2_208p8,208317773.437500000,-95.9569810885,-103.845989434,-96.7276100182
physical39_true_image_208p2_208p8,208317846.679687500,-96.3719056373,-103.944886841,-97.2066534004
physical39_true_image_208p2_208p8,208317919.921875000,-96.4006051247,-103.963926746,-97.2374027305
physical39_true_image_208p2_208p8,208317993.164062500,-95.8537855352,-103.745304977,-96.6239270762
physical39_true_image_208p2_208p8,208318066.406250000,-96.0478706585,-103.437426889,-96.9225054307
physical39_true_image_208p2_208p8,208318139.648437500,-95.9323239739,-103.244935033,-96.8243131458
physical39_true_image_208p2_208p8,208318212.890625000,-96.0053864944,-103.442780463,-96.8694199785
physical39_true_image_208p2_208p8,208318286.132812500,-95.7080190978,-103.671041326,-96.4644225013
physical39_true_image_208p2_208p8,208318359.375000000,-96.2382597218,-103.986940004,-97.0366685171
physical39_true_image_208p2_208p8,208318432.617187500,-96.8402224409,-103.919150601,-97.7872990715
physical39_true_image_208p2_208p8,208318505.859375000,-96.8105233042,-103.552366038,-97.843862846
physical39_true_image_208p2_208p8,208318579.101562500,-96.4844420672,-103.617836215,-97.4183494445
physical39_true_image_208p2_208p8,208318652.343750000,-96.0944149993,-103.606344787,-96.9422118705
physical39_true_image_208p2_208p8,208318725.585937500,-96.0340212707,-103.62257374,-96.8654762926
physical39_true_image_208p2_208p8,208318798.828125000,-96.4841140763,-103.77517974,-97.3810306313
physical39_true_image_208p2_208p8,208318872.070312500,-96.3618858044,-103.725799693,-97.2422622082
physical39_true_image_208p2_208p8,208318945.312500000,-96.3123807329,-103.644177316,-97.200007415
physical39_true_image_208p2_208p8,208319018.554687500,-96.2377941599,-103.977623291,-97.0379915198
physical39_true_image_208p2_208p8,208319091.796875000,-96.3908694139,-104.075330714,-97.2023551107
physical39_true_image_208p2_208p8,208319165.039062500,-96.6623744144,-103.621868063,-97.6390590849
physical39_true_image_208p2_208p8,208319238.281250000,-96.2627473501,-104.057263893,-97.0519636689
physical39_true_image_208p2_208p8,208319311.523437500,-96.3148160932,-104.444773216,-97.0401730439
physical39_true_image_208p2_208p8,208319384.765625000,-96.5237350914,-104.269795308,-97.3226728707
physical39_true_image_208p2_208p8,208319458.007812500,-96.6036482945,-103.996009592,-97.4776574912
physical39_true_image_208p2_208p8,208319531.250000000,-96.6038038359,-103.912481238,-97.4966903865
physical39_true_image_208p2_208p8,208319604.492187500,-96.3472945476,-104.150040107,-97.1348728258
physical39_true_image_208p2_208p8,208319677.734375000,-96.1349397254,-104.117084588,-96.8877144495
physical39_true_image_208p2_208p8,208319750.976562500,-96.8855375285,-103.746102349,-97.887530477
physical39_true_image_208p2_208p8,208319824.218750000,-96.8491568474,-103.627343042,-97.8727851555
physical39_true_image_208p2_208p8,208319897.460937500,-96.3956680859,-103.772631372,-97.2731173865
physical39_true_image_208p2_208p8,208319970.703125000,-96.618504372,-103.846709595,-97.529970042
physical39_true_image_208p2_208p8,208320043.945312500,-96.2809767227,-103.875618949,-97.1111478731
physical39_true_image_208p2_208p8,208320117.187500000,-96.115992952,-103.855590945,-96.9162370771
physical39_true_image_208p2_208p8,208320190.429687500,-96.0284718806,-103.818972438,-96.8184889603
physical39_true_image_208p2_208p8,208320263.671875000,-96.2224612141,-103.783776458,-97.0596852835
physical39_true_image_208p2_208p8,208320336.914062500,-95.6900532723,-104.177970304,-96.3533954901
physical39_true_image_208p2_208p8,208320410.156250000,-95.590252746,-104.093264702,-96.2511090011
physical39_true_image_208p2_208p8,208320483.398437500,-95.989685233,-104.210749882,-96.6986842415
physical39_true_image_208p2_208p8,208320556.640625000,-96.181898757,-104.163252354,-96.9348232538
physical39_true_image_208p2_208p8,208320629.882812500,-96.6790162946,-104.214386917,-97.5217765782
physical39_true_image_208p2_208p8,208320703.125000000,-96.650966865,-104.125119435,-97.5069505741
physical39_true_image_208p2_208p8,208320776.367187500,-96.3292438884,-103.695097652,-97.2091844782
physical39_true_image_208p2_208p8,208320849.609375000,-96.4867690795,-103.766342903,-97.3863261055
physical39_true_image_208p2_208p8,208320922.851562500,-96.302953564,-103.911520572,-97.1301972012
physical39_true_image_208p2_208p8,208320996.093750000,-96.0682759372,-103.920067776,-96.8461679819
physical39_true_image_208p2_208p8,208321069.335937500,-96.2879104846,-103.901523175,-97.1140961297
physical39_true_image_208p2_208p8,208321142.578125000,-96.1018645359,-103.546935237,-96.9642100211
physical39_true_image_208p2_208p8,208321215.820312500,-96.148215774,-103.705599131,-96.9862762748
physical39_true_image_208p2_208p8,208321289.062500000,-95.6399040535,-104.06804997,-96.3131893969
physical39_true_image_208p2_208p8,208321362.304687500,-95.3373804117,-103.958685084,-95.9790992199
physical39_true_image_208p2_208p8,208321435.546875000,-96.2500335469,-103.898306913,-97.0689914772
physical39_true_image_208p2_208p8,208321508.789062500,-96.3581418971,-103.743457853,-97.2337232576
physical39_true_image_208p2_208p8,208321582.031250000,-95.7512148731,-103.509262219,-96.5477356176
physical39_true_image_208p2_208p8,208321655.273437500,-96.4708102807,-103.527135339,-97.4234126429
physical39_true_image_208p2_208p8,208321728.515625000,-96.9677315394,-103.579723371,-98.0366243737
physical39_true_image_208p2_208p8,208321801.757812500,-96.6063064917,-103.704887825,-97.5486075387
