capture_role,frequency_hz,tx_on_dbfs_per_hz,same_capture_rf_off_dbfs_per_hz,positive_tx_on_minus_off_dbfs_per_hz
physical37_wanted_223p1_223p9,223100000.000000000,-91.8827980452,-104.888962721,-92.1057797478
physical37_wanted_223p1_223p9,223100073.242187500,-92.0167819322,-104.694542114,-92.2577736747
physical37_wanted_223p1_223p9,223100146.484375000,-92.7592045008,-104.647746119,-93.0498623061
physical37_wanted_223p1_223p9,223100219.726562500,-92.7795498714,-104.553774088,-93.0782328342
physical37_wanted_223p1_223p9,223100292.968750000,-92.8073689274,-104.870427496,-93.0862028183
physical37_wanted_223p1_223p9,223100366.210937500,-92.4186901264,-104.712770646,-92.682630886
physical37_wanted_223p1_223p9,223100439.453125000,-92.4840053626,-104.501740898,-92.7658614014
physical37_wanted_223p1_223p9,223100512.695312500,-92.3906789538,-104.447625858,-92.669918412
physical37_wanted_223p1_223p9,223100585.937500000,-92.142255834,-104.409444387,-92.407887184
physical37_wanted_223p1_223p9,223100659.179687500,-91.8799501245,-104.457528905,-92.1267283976
physical37_wanted_223p1_223p9,223100732.421875000,-92.1557684396,-104.510115831,-92.4159606141
physical37_wanted_223p1_223p9,223100805.664062500,-92.2709639861,-104.467740648,-92.54107494
physical37_wanted_223p1_223p9,223100878.906250000,-92.222282084,-104.535897269,-92.4850017343
physical37_wanted_223p1_223p9,223100952.148437500,-92.234361387,-104.848009435,-92.4790399948
physical37_wanted_223p1_223p9,223101025.390625000,-92.6124056292,-104.835102167,-92.8808585695
physical37_wanted_223p1_223p9,223101098.632812500,-92.6146806284,-104.432522461,-92.9102749014
physical37_wanted_223p1_223p9,223101171.875000000,-92.5743593172,-104.176883574,-92.8855291487
physical37_wanted_223p1_223p9,223101245.117187500,-92.3063531506,-104.289233268,-92.5905563545
physical37_wanted_223p1_223p9,223101318.359375000,-92.6653063818,-104.310147687,-92.9733493461
physical37_wanted_223p1_223p9,223101391.601562500,-92.199976419,-104.26904183,-92.4784122911
physical37_wanted_223p1_223p9,223101464.843750000,-92.2232688053,-104.331398442,-92.4991305158
physical37_wanted_223p1_223p9,223101538.085937500,-92.4768860461,-104.519168776,-92.7571010982
physical37_wanted_223p1_223p9,223101611.328125000,-92.5529867935,-104.278874902,-92.8551316178
physical37_wanted_223p1_223p9,223101684.570312500,-92.6244603497,-104.643443748,-92.9062327296
physical37_wanted_223p1_223p9,223101757.812500000,-92.2340048304,-104.292617015,-92.5131337209
physical37_wanted_223p1_223p9,223101831.054687500,-92.3503078806,-104.469631643,-92.6254364845
physical37_wanted_223p1_223p9,223101904.296875000,-92.3939679922,-104.656693868,-92.659880971
physical37_wanted_223p1_223p9,223101977.539062500,-92.9743345004,-104.702915387,-93.2762853782
physical37_wanted_223p1_223p9,223102050.781250000,-92.1965801996,-104.599283199,-92.4538043504
physical37_wanted_223p1_223p9,223102124.023437500,-91.7421592326,-104.460610416,-91.9808406502
physical37_wanted_223p1_223p9,223102197.265625000,-91.9376501646,-104.599917972,-92.1795275534
physical37_wanted_223p1_223p9,223102270.507812500,-91.8904715015,-104.485839345,-92.1362119308
physical37_wanted_223p1_223p9,223102343.750000000,-92.1634722678,-104.419148651,-92.4298307504
physical37_wanted_223p1_223p9,223102416.992187500,-92.4186103395,-104.563083891,-92.6920991998
physical37_wanted_223p1_223p9,223102490.234375000,-92.4213720665,-104.260959306,-92.7154388452
physical37_wanted_223p1_223p9,223102563.476562500,-92.075335515,-104.124916099,-92.3550646084
physical37_wanted_223p1_223p9,223102636.718750000,-92.2688602215,-104.361158009,-92.5457622083
physical37_wanted_223p1_223p9,223102709.960937500,-92.3656632288,-104.670599571,-92.628924672
physical37_wanted_223p1_223p9,223102783.203125000,-92.9458734383,-104.67967772,-93.24744847
physical37_wanted_223p1_223p9,223102856.445312500,-93.0568081405,-104.675656783,-93.3667678618
physical37_wanted_223p1_223p9,223102929.687500000,-92.5521178811,-104.463484986,-92.8412002092
physical37_wanted_223p1_223p9,223103002.929687500,-92.5221425639,-104.410419086,-92.8128187189
physical37_wanted_223p1_223p9,223103076.171875000,-91.9023714517,-104.271974206,-92.1616234757
physical37_wanted_223p1_223p9,223103149.414062500,-92.1379671332,-104.424999815,-92.4023498869
physical37_wanted_223p1_223p9,223103222.656250000,-92.5460579231,-104.365382016,-92.8415478153
physical37_wanted_223p1_223p9,223103295.898437500,-92.57004724,-104.254932538,-92.8751612646
physical37_wanted_223p1_223p9,223103369.140625000,-92.2311570358,-103.970872905,-92.5323072872
physical37_wanted_223p1_223p9,223103442.382812500,-91.6735255277,-104.15612542,-91.9259218495
physical37_wanted_223p1_223p9,223103515.625000000,-91.7487068648,-104.292337212,-91.9974782782
physical37_wanted_223p1_223p9,223103588.867187500,-91.8047254658,-104.493689367,-92.0450788076
physical37_wanted_223p1_223p9,223103662.109375000,-92.2362534153,-104.698089576,-92.4898953582
physical37_wanted_223p1_223p9,223103735.351562500,-92.0677873109,-104.456132178,-92.3258890929
physical37_wanted_223p1_223p9,223103808.593750000,-92.2642255116,-104.31369909,-92.5439617242
physical37_wanted_223p1_223p9,223103881.835937500,-92.4256364512,-104.243437179,-92.7212336192
physical37_wanted_223p1_223p9,223103955.078125000,-92.3119647904,-104.338692614,-92.5932185434
physical37_wanted_223p1_223p9,223104028.320312500,-92.5270534829,-104.564272559,-92.8076062321
physical37_wanted_223p1_223p9,223104101.562500000,-92.5869399628,-104.608807119,-92.8685191085
physical37_wanted_223p1_223p9,223104174.804687500,-92.0853245642,-104.485830213,-92.3426828271
physical37_wanted_223p1_223p9,223104248.046875000,-91.9277518476,-104.845338093,-92.155450725
physical37_wanted_223p1_223p9,223104321.289062500,-92.1593925034,-104.623354387,-92.4129066334
physical37_wanted_223p1_223p9,223104394.531250000,-91.6959593891,-104.265906202,-91.9431843052
physical37_wanted_223p1_223p9,223104467.773437500,-91.9899473375,-104.320961021,-92.2515843119
physical37_wanted_223p1_223p9,223104541.015625000,-92.4261958794,-104.579184978,-92.6991318216
physical37_wanted_223p1_223p9,223104614.257812500,-92.9761008073,-104.322012422,-93.3069504093
physical37_wanted_223p1_223p9,223104687.500000000,-92.8857277668,-104.560472819,-93.191580742
physical37_wanted_223p1_223p9,223104760.742187500,-92.974900137,-104.740863814,-93.2741718036
physical37_wanted_223p1_223p9,223104833.984375000,-92.5758138588,-104.557412146,-92.8601037651
physical37_wanted_223p1_223p9,223104907.226562500,-92.4675645512,-104.558091836,-92.7445831254
physical37_wanted_223p1_223p9,223104980.468750000,-92.7638745313,-104.469252168,-93.0675008544
physical37_wanted_223p1_223p9,223105053.710937500,-92.4272062617,-104.472466386,-92.7072229462
physical37_wanted_223p1_223p9,223105126.953125000,-92.5356744765,-104.510353214,-92.8204328902
physical37_wanted_223p1_223p9,223105200.195312500,-92.0917013593,-104.554308987,-92.3452969087
physical37_wanted_223p1_223p9,223105273.437500000,-92.187715717,-104.555699652,-92.4470673386
physical37_wanted_223p1_223p9,223105346.679687500,-92.6284208797,-104.427333396,-92.9253515137
physical37_wanted_223p1_223p9,223105419.921875000,-93.012766156,-104.388738317,-93.3412450942
physical37_wanted_223p1_223p9,223105493.164062500,-93.1594672496,-104.172345277,-93.5178029755
physical37_wanted_223p1_223p9,223105566.406250000,-93.0246575281,-104.403967993,-93.3528742881
physical37_wanted_223p1_223p9,223105639.648437500,-92.0010921202,-104.258664698,-92.2673306942
physical37_wanted_223p1_223p9,223105712.890625000,-92.4276458629,-104.218984898,-92.7251129143
physical37_wanted_223p1_223p9,223105786.132812500,-92.2577283217,-104.136507537,-92.5490626621
physical37_wanted_223p1_223p9,223105859.375000000,-92.8490529893,-104.333811433,-93.1690990626
physical37_wanted_223p1_223p9,223105932.617187500,-93.126873488,-104.514380704,-93.4544474265
physical37_wanted_223p1_223p9,223106005.859375000,-93.0570269883,-104.703079418,-93.3649809415
physical37_wanted_223p1_223p9,223106079.101562500,-92.6378082262,-104.699279436,-92.916747395
physical37_wanted_223p1_223p9,223106152.343750000,-92.0107082564,-104.730833588,-92.2492951096
physical37_wanted_223p1_223p9,223106225.585937500,-92.2074733964,-104.587423888,-92.466089707
physical37_wanted_223p1_223p9,223106298.828125000,-92.7007448462,-104.343241436,-93.00896021
physical37_wanted_223p1_223p9,223106372.070312500,-92.6369465852,-104.302801418,-92.9434489425
physical37_wanted_223p1_223p9,223106445.312500000,-92.7266944776,-104.432792935,-93.0302686076
physical37_wanted_223p1_223p9,223106518.554687500,-92.5109083293,-104.558234753,-92.7907874327
physical37_wanted_223p1_223p9,223106591.796875000,-92.2723168011,-104.329965431,-92.5515096621
physical37_wanted_223p1_223p9,223106665.039062500,-92.2452674505,-104.070464979,-92.5403441102
physical37_wanted_223p1_223p9,223106738.281250000,-92.6869840695,-104.57270834,-92.9778369502
physical37_wanted_223p1_223p9,223106811.523437500,-92.956159549,-104.639397855,-93.261393469
physical37_wanted_223p1_223p9,223106884.765625000,-92.947137199,-104.671643497,-93.2493815978
physical37_wanted_223p1_223p9,223106958.007812500,-92.66082889,-104.629245893,-92.9460119594
physical37_wanted_223p1_223p9,223107031.250000000,-92.548272209,-104.612258209,-92.8270446091
physical37_wanted_223p1_223p9,223107104.492187500,-93.0256835792,-104.751902605,-93.3278045623
physical37_wanted_223p1_223p9,223107177.734375000,-92.5251164354,-104.939907039,-92.7816041226
physical37_wanted_223p1_223p9,223107250.976562500,-92.362091749,-104.843374074,-92.6145669246
physical37_wanted_223p1_223p9,223107324.218750000,-92.2736306997,-104.889116939,-92.5182027961
physical37_wanted_223p1_223p9,223107397.460937500,-92.0395438578,-104.836755089,-92.2738179355
physical37_wanted_223p1_223p9,223107470.703125000,-92.169023,-104.639777015,-92.4221291853
physical37_wanted_223p1_223p9,223107543.945312500,-92.4312318466,-104.890252745,-92.6850431643
physical37_wanted_223p1_223p9,223107617.187500000,-92.1865395359,-104.615404894,-92.4421724236
physical37_wanted_223p1_223p9,223107690.429687500,-92.3059631526,-104.430476598,-92.5807525651
physical37_wanted_223p1_223p9,223107763.671875000,-92.5454659134,-104.365380192,-92.8409142554
physical37_wanted_223p1_223p9,223107836.914062500,-91.844274409,-104.319888059,-92.0970891327
physical37_wanted_223p1_223p9,223107910.156250000,-92.4790270466,-104.434526871,-92.7650881962
physical37_wanted_223p1_223p9,223107983.398437500,-92.7082828059,-104.695002709,-92.9922264518
physical37_wanted_223p1_223p9,223108056.640625000,-92.4145971841,-104.643112556,-92.6826793564
physical37_wanted_223p1_223p9,223108129.882812500,-92.1676931601,-104.647237414,-92.4202723946
physical37_wanted_223p1_223p9,223108203.125000000,-92.1444505357,-104.595270226,-92.398755927
physical37_wanted_223p1_223p9,223108276.367187500,-92.577509771,-104.549200895,-92.8624707159
physical37_wanted_223p1_223p9,223108349.609375000,-92.2914174823,-104.265570487,-92.5762115247
physical37_wanted_223p1_223p9,223108422.851562500,-91.9753142449,-104.313273366,-92.2365203028
physical37_wanted_223p1_223p9,223108496.093750000,-91.6607856517,-104.68067462,-91.8830455
physical37_wanted_223p1_223p9,223108569.335937500,-91.576268496,-104.859133331,-91.7851500283
physical37_wanted_223p1_223p9,223108642.578125000,-91.7171189832,-104.559930198,-91.948879628
physical37_wanted_223p1_223p9,223108715.820312500,-92.1207716302,-104.698471782,-92.3675428071
physical37_wanted_223p1_223p9,223108789.062500000,-92.1741765107,-104.539740265,-92.4336771071
physical37_wanted_223p1_223p9,223108862.304687500,-92.1229148194,-104.902760536,-92.3581534159
physical37_wanted_223p1_223p9,223108935.546875000,-92.4128230802,-104.852222453,-92.6678181273
physical37_wanted_223p1_223p9,223109008.789062500,-92.3240095856,-104.619206712,-92.587880389
physical37_wanted_223p1_223p9,223109082.031250000,-92.5348364046,-104.650173292,-92.8102258793
physical37_wanted_223p1_223p9,223109155.273437500,-92.1322604069,-104.334003985,-92.4020528265
physical37_wanted_223p1_223p9,223109228.515625000,-92.9895072003,-104.490558751,-93.3083097441
physical37_wanted_223p1_223p9,223109301.757812500,-92.0164378884,-104.766545135,-92.253337711
physical37_wanted_223p1_223p9,223109375.000000000,-92.2263784918,-104.489619463,-92.4922589485
physical37_wanted_223p1_223p9,223109448.242187500,-92.2829311217,-104.322712291,-92.5633129513
physical37_wanted_223p1_223p9,223109521.484375000,-91.8694839652,-104.286004172,-92.1258664502
physical37_wanted_223p1_223p9,223109594.726562500,-91.8924737351,-104.169681774,-92.1574738993
physical37_wanted_223p1_223p9,223109667.968750000,-92.2728115481,-104.679847118,-92.5297714775
physical37_wanted_223p1_223p9,223109741.210937500,-92.3203525748,-104.681804017,-92.5801065079
physical37_wanted_223p1_223p9,223109814.453125000,-91.9239487364,-104.864567367,-92.1504112757
physical37_wanted_223p1_223p9,223109887.695312500,-92.6824012002,-104.83669683,-92.9552524109
physical37_wanted_223p1_223p9,223109960.937500000,-92.4593303043,-104.658377709,-92.7292955846
physical37_wanted_223p1_223p9,223110034.179687500,-92.02268711,-104.753164318,-92.2606900899
physical37_wanted_223p1_223p9,223110107.421875000,-92.3445717502,-104.576856101,-92.6124140502
physical37_wanted_223p1_223p9,223110180.664062500,-91.960300662,-104.719734057,-92.1966782216
physical37_wanted_223p1_223p9,223110253.906250000,-91.7268190435,-104.609095069,-91.9564267798
physical37_wanted_223p1_223p9,223110327.148437500,-91.9901453876,-104.595778922,-92.2352889433
physical37_wanted_223p1_223p9,223110400.390625000,-92.3254246506,-104.401433477,-92.6034011766
physical37_wanted_223p1_223p9,223110473.632812500,-92.4108600027,-104.323147122,-92.6998790143
physical37_wanted_223p1_223p9,223110546.875000000,-92.166743638,-104.432107041,-92.4324901317
physical37_wanted_223p1_223p9,223110620.117187500,-91.6650368642,-104.722877413,-91.8853130327
physical37_wanted_223p1_223p9,223110693.359375000,-92.2117542599,-104.676381564,-92.4652283939
physical37_wanted_223p1_223p9,223110766.601562500,-92.618409369,-105.012853342,-92.876137971
physical37_wanted_223p1_223p9,223110839.843750000,-92.6436116346,-104.837503912,-92.9139077454
physical37_wanted_223p1_223p9,223110913.085937500,-92.8960453055,-104.61962079,-93.1983567986
physical37_wanted_223p1_223p9,223110986.328125000,-92.9511417709,-104.742509889,-93.2486067605
physical37_wanted_223p1_223p9,223111059.570312500,-92.9423919196,-104.657717645,-93.245298742
physical37_wanted_223p1_223p9,223111132.812500000,-93.4206993122,-104.662549195,-93.7598937058
physical37_wanted_223p1_223p9,223111206.054687500,-92.6388453545,-104.456030948,-92.934485852
physical37_wanted_223p1_223p9,223111279.296875000,-91.708001084,-104.166759195,-91.9618282177
physical37_wanted_223p1_223p9,223111352.539062500,-92.4891455481,-104.200102825,-92.7923681032
physical37_wanted_223p1_223p9,223111425.781250000,-92.5504351084,-104.174975667,-92.8599740411
physical37_wanted_223p1_223p9,223111499.023437500,-92.4921199632,-104.191250959,-92.796198982
physical37_wanted_223p1_223p9,223111572.265625000,-92.4911580284,-104.273461545,-92.7892663629
physical37_wanted_223p1_223p9,223111645.507812500,-92.4248437872,-104.514621048,-92.7019117656
physical37_wanted_223p1_223p9,223111718.750000000,-92.389911667,-104.764299123,-92.6488695429
physical37_wanted_223p1_223p9,223111791.992187500,-91.804635053,-104.704582344,-92.0332854416
physical37_wanted_223p1_223p9,223111865.234375000,-91.5032612587,-104.87134354,-91.7079868587
physical37_wanted_223p1_223p9,223111938.476562500,-92.1937625837,-104.709544943,-92.4441813379
physical37_wanted_223p1_223p9,223112011.718750000,-91.9478694031,-104.826039274,-92.1777001805
physical37_wanted_223p1_223p9,223112084.960937500,-92.1436968011,-104.830805645,-92.384155726
physical37_wanted_223p1_223p9,223112158.203125000,-91.9339684713,-104.597955126,-92.1757474347
physical37_wanted_223p1_223p9,223112231.445312500,-92.1206154809,-104.400394085,-92.3854539595
physical37_wanted_223p1_223p9,223112304.687500000,-91.6051943756,-104.601869619,-91.8286765983
physical37_wanted_223p1_223p9,223112377.929687500,-91.7489315157,-104.457227889,-91.9881873558
physical37_wanted_223p1_223p9,223112451.171875000,-92.7931305189,-104.616990499,-93.0883012308
physical37_wanted_223p1_223p9,223112524.414062500,-92.5653840086,-104.436106215,-92.8572779265
physical37_wanted_223p1_223p9,223112597.656250000,-92.9720066383,-104.38947523,-93.2972419857
physical37_wanted_223p1_223p9,223112670.898437500,-92.7163860145,-104.285620537,-93.0300387766
physical37_wanted_223p1_223p9,223112744.140625000,-92.1947590343,-104.72351233,-92.4444091039
physical37_wanted_223p1_223p9,223112817.382812500,-91.840344887,-104.997409509,-92.0555200736
physical37_wanted_223p1_223p9,223112890.625000000,-91.9228936775,-104.570300605,-92.1656237566
physical37_wanted_223p1_223p9,223112963.867187500,-92.4794691096,-104.422376816,-92.7663889319
physical37_wanted_223p1_223p9,223113037.109375000,-92.7889421433,-104.62474115,-93.0832744359
physical37_wanted_223p1_223p9,223113110.351562500,-92.5624789078,-104.423052635,-92.8550792424
physical37_wanted_223p1_223p9,223113183.593750000,-92.1262577753,-104.357362813,-92.3941751076
physical37_wanted_223p1_223p9,223113256.835937500,-92.1304908406,-104.06557323,-92.4179456228
physical37_wanted_223p1_223p9,223113330.078125000,-91.9225247,-104.064383588,-92.1961835633
physical37_wanted_223p1_223p9,223113403.320312500,-92.3180226784,-104.387982416,-92.5963993417
physical37_wanted_223p1_223p9,223113476.562500000,-92.586983768,-104.310368031,-92.8893090466
physical37_wanted_223p1_223p9,223113549.804687500,-92.9520494054,-104.711903322,-93.2517572687
physical37_wanted_223p1_223p9,223113623.046875000,-93.0307248237,-104.791389324,-93.3303747788
physical37_wanted_223p1_223p9,223113696.289062500,-92.4150316872,-104.474849732,-92.694080542
physical37_wanted_223p1_223p9,223113769.531250000,-91.8060713518,-104.570610049,-92.0421635164
physical37_wanted_223p1_223p9,223113842.773437500,-92.1098696078,-104.534412347,-92.3657647077
physical37_wanted_223p1_223p9,223113916.015625000,-93.1808227713,-104.476075412,-93.5157077805
physical37_wanted_223p1_223p9,223113989.257812500,-92.67653056,-104.446761181,-92.9754979846
physical37_wanted_223p1_223p9,223114062.500000000,-91.3691247792,-104.540673948,-91.5835655277
physical37_wanted_223p1_223p9,223114135.742187500,-92.1058561891,-104.8495879,-92.343113723
physical37_wanted_223p1_223p9,223114208.984375000,-92.1999008825,-104.65769747,-92.4537858947
physical37_wanted_223p1_223p9,223114282.226562500,-92.6311863142,-104.309418734,-92.9367849454
physical37_wanted_223p1_223p9,223114355.468750000,-91.9114493931,-104.33921503,-92.1671489642
physical37_wanted_223p1_223p9,223114428.710937500,-91.09617461,-104.544607985,-91.2970591358
physical37_wanted_223p1_223p9,223114501.953125000,-91.4093403595,-104.789907925,-91.6134642199
physical37_wanted_223p1_223p9,223114575.195312500,-91.6147712985,-104.58484195,-91.8396629355
physical37_wanted_223p1_223p9,223114648.437500000,-91.5296704988,-104.46728671,-91.7562938114
physical37_wanted_223p1_223p9,223114721.679687500,-91.9816718776,-104.489347933,-92.2325722645
physical37_wanted_223p1_223p9,223114794.921875000,-93.0299315988,-104.354943824,-93.3624398545
physical37_wanted_223p1_223p9,223114868.164062500,-92.6724706287,-104.653343171,-92.9568096362
physical37_wanted_223p1_223p9,223114941.406250000,-92.4130348509,-104.589966213,-92.6844223833
physical37_wanted_223p1_223p9,223115014.648437500,-92.2418573321,-104.666350721,-92.4977554273
physical37_wanted_223p1_223p9,223115087.890625000,-92.0165796937,-104.630034766,-92.261269486
physical37_wanted_223p1_223p9,223115161.132812500,-92.0429901771,-104.586477597,-92.2917700168
physical37_wanted_223p1_223p9,223115234.375000000,-91.9774691637,-104.708692527,-92.2154301153
physical37_wanted_223p1_223p9,223115307.617187500,-92.0737595333,-104.51607627,-92.3285782222
physical37_wanted_223p1_223p9,223115380.859375000,-92.3344233521,-104.318488771,-92.618546407
physical37_wanted_223p1_223p9,223115454.101562500,-92.2064428454,-104.428330404,-92.4749473746
physical37_wanted_223p1_223p9,223115527.343750000,-91.899845915,-104.135192512,-92.167493485
physical37_wanted_223p1_223p9,223115600.585937500,-91.8849383271,-104.400003041,-92.1353996815
physical37_wanted_223p1_223p9,223115673.828125000,-92.2440050892,-104.653520883,-92.5008138882
physical37_wanted_223p1_223p9,223115747.070312500,-92.729446212,-104.381512609,-93.0369585658
physical37_wanted_223p1_223p9,223115820.312500000,-92.2237558317,-104.404272221,-92.4949122922
physical37_wanted_223p1_223p9,223115893.554687500,-91.6642724867,-104.382177351,-91.9029847717
physical37_wanted_223p1_223p9,223115966.796875000,-92.0334853053,-104.223618134,-92.3040229425
physical37_wanted_223p1_223p9,223116040.039062500,-92.4947228952,-104.421932967,-92.7827168906
physical37_wanted_223p1_223p9,223116113.281250000,-92.3533109799,-104.154187281,-92.6501026857
physical37_wanted_223p1_223p9,223116186.523437500,-91.990934794,-104.154428237,-92.2631902732
physical37_wanted_223p1_223p9,223116259.765625000,-92.2824597724,-104.478066228,-92.5526458293
physical37_wanted_223p1_223p9,223116333.007812500,-92.2847661234,-104.519121872,-92.552476686
physical37_wanted_223p1_223p9,223116406.250000000,-92.7572961545,-104.468950278,-93.0604683216
physical37_wanted_223p1_223p9,223116479.492187500,-91.974282638,-104.497941536,-92.2242343222
physical37_wanted_223p1_223p9,223116552.734375000,-92.2507346448,-104.336260206,-92.5280828554
physical37_wanted_223p1_223p9,223116625.976562500,-92.4548482436,-104.383901621,-92.7427158883
physical37_wanted_223p1_223p9,223116699.218750000,-92.2138472707,-104.259582162,-92.4938323374
physical37_wanted_223p1_223p9,223116772.460937500,-92.2205102365,-104.26258761,-92.5007389757
physical37_wanted_223p1_223p9,223116845.703125000,-92.623076658,-104.226387893,-92.9341880395
physical37_wanted_223p1_223p9,223116918.945312500,-92.0911592188,-104.619287575,-92.3408462679
physical37_wanted_223p1_223p9,223116992.187500000,-91.4800933562,-104.842476458,-91.6850942366
physical37_wanted_223p1_223p9,223117065.429687500,-91.824408252,-104.6906079,-92.0548905071
physical37_wanted_223p1_223p9,223117138.671875000,-91.8488809268,-104.357123515,-92.0997476224
physical37_wanted_223p1_223p9,223117211.914062500,-91.816401407,-104.358461444,-92.0652654143
physical37_wanted_223p1_223p9,223117285.156250000,-91.8855645201,-104.598511618,-92.1245571086
physical37_wanted_223p1_223p9,223117358.398437500,-92.0914913652,-104.575619192,-92.343796275
physical37_wanted_223p1_223p9,223117431.640625000,-92.2109399568,-104.286817949,-92.4889251309
physical37_wanted_223p1_223p9,223117504.882812500,-92.3092064634,-104.547345073,-92.5766766149
physical37_wanted_223p1_223p9,223117578.125000000,-92.7112874098,-104.5709984,-93.0039478795
physical37_wanted_223p1_223p9,223117651.367187500,-93.0387652794,-104.568480574,-93.3553922844
physical37_wanted_223p1_223p9,223117724.609375000,-92.789650548,-104.66983178,-93.0808876286
physical37_wanted_223p1_223p9,223117797.851562500,-92.634358216,-104.866089474,-92.9022357032
physical37_wanted_223p1_223p9,223117871.093750000,-92.4828153221,-104.75160391,-92.7483457728
physical37_wanted_223p1_223p9,223117944.335937500,-92.4192683474,-104.515055606,-92.6959407013
physical37_wanted_223p1_223p9,223118017.578125000,-92.5759470553,-104.078037558,-92.8946704739
physical37_wanted_223p1_223p9,223118090.820312500,-92.4664969627,-104.393141665,-92.7545297231
physical37_wanted_223p1_223p9,223118164.062500000,-92.3623527251,-104.55434145,-92.6327711021
physical37_wanted_223p1_223p9,223118237.304687500,-92.5114449202,-104.556573398,-92.7914703724
physical37_wanted_223p1_223p9,223118310.546875000,-92.3167905915,-104.802742956,-92.5689863889
physical37_wanted_223p1_223p9,223118383.789062500,-91.8871474594,-104.57526585,-92.1275489186
physical37_wanted_223p1_223p9,223118457.031250000,-92.3036740389,-104.315464354,-92.5859290083
physical37_wanted_223p1_223p9,223118530.273437500,-91.8247627342,-104.511094142,-92.0652659221
physical37_wanted_223p1_223p9,223118603.515625000,-92.3878561437,-104.135301132,-92.688451949
physical37_wanted_223p1_223p9,223118676.757812500,-92.4756448622,-104.501491712,-92.7569575624
physical37_wanted_223p1_223p9,223118750.000000000,-92.1357514637,-104.657242065,-92.3858316359
physical37_wanted_223p1_223p9,223118823.242187500,-92.4276104512,-104.741760496,-92.6902967495
physical37_wanted_223p1_223p9,223118896.484375000,-92.7501179051,-104.730913811,-93.034462098
physical37_wanted_223p1_223p9,223118969.726562500,-92.3030936192,-104.297747281,-92.5865017424
physical37_wanted_223p1_223p9,223119042.968750000,-92.2882733806,-104.192084013,-92.5778762972
physical37_wanted_223p1_223p9,223119116.210937500,-92.403733279,-104.338137385,-92.6912344789
physical37_wanted_223p1_223p9,223119189.453125000,-92.0826850618,-104.319870022,-92.3502157993
physical37_wanted_223p1_223p9,223119262.695312500,-91.8598613488,-104.424910429,-92.1073733311
physical37_wanted_223p1_223p9,223119335.937500000,-92.0109362622,-104.320250427,-92.2739242679
physical37_wanted_223p1_223p9,223119409.179687500,-91.702986998,-104.47080014,-91.9388963021
physical37_wanted_223p1_223p9,223119482.421875000,-92.2560756631,-104.434545479,-92.5273640101
physical37_wanted_223p1_223p9,223119555.664062500,-92.3929853331,-104.381949779,-92.6767773681
physical37_wanted_223p1_223p9,223119628.906250000,-92.5547793764,-104.67129466,-92.8300917193
physical37_wanted_223p1_223p9,223119702.148437500,-92.3359313226,-104.635625004,-92.5995206065
physical37_wanted_223p1_223p9,223119775.390625000,-91.8242102566,-104.473913532,-92.0668083739
physical37_wanted_223p1_223p9,223119848.632812500,-91.9088445296,-104.402709415,-92.1605676985
physical37_wanted_223p1_223p9,223119921.875000000,-92.5259656413,-104.49714499,-92.8109612945
physical37_wanted_223p1_223p9,223119995.117187500,-92.3688245283,-104.52542259,-92.6415264871
physical37_wanted_223p1_223p9,223120068.359375000,-92.1115993383,-104.609798601,-92.3630639938
physical37_wanted_223p1_223p9,223120141.601562500,-92.3452588981,-104.624768239,-92.6101143084
physical37_wanted_223p1_223p9,223120214.843750000,-92.367282506,-104.656981003,-92.6314979877
physical37_wanted_223p1_223p9,223120288.085937500,-92.4622962034,-104.59234887,-92.7367240551
physical37_wanted_223p1_223p9,223120361.328125000,-91.8305639445,-104.753403104,-92.0579802462
physical37_wanted_223p1_223p9,223120434.570312500,-92.2903556976,-104.668876919,-92.5490597198
physical37_wanted_223p1_223p9,223120507.812500000,-92.1172356682,-104.534464741,-92.3735750497
physical37_wanted_223p1_223p9,223120581.054687500,-92.5968584626,-104.548871737,-92.8831570984
physical37_wanted_223p1_223p9,223120654.296875000,-93.1833688623,-104.643182004,-93.5053285792
physical37_wanted_223p1_223p9,223120727.539062500,-92.9280159598,-104.209378114,-93.2640163703
physical37_wanted_223p1_223p9,223120800.781250000,-92.0865697253,-104.140751251,-92.3659928928
physical37_wanted_223p1_223p9,223120874.023437500,-92.2602035921,-104.445564567,-92.5310481185
physical37_wanted_223p1_223p9,223120947.265625000,-92.8063732192,-104.296488574,-93.1260098859
physical37_wanted_223p1_223p9,223121020.507812500,-92.457669177,-104.692723998,-92.7253352949
physical37_wanted_223p1_223p9,223121093.750000000,-92.1612504419,-104.653386548,-92.4130767959
physical37_wanted_223p1_223p9,223121166.992187500,-92.5919037667,-104.856351291,-92.8577080601
physical37_wanted_223p1_223p9,223121240.234375000,-92.3149157149,-104.82486797,-92.565680766
physical37_wanted_223p1_223p9,223121313.476562500,-92.3893105977,-104.603816088,-92.6582863562
physical37_wanted_223p1_223p9,223121386.718750000,-92.8516745871,-104.469372885,-93.1617194223
physical37_wanted_223p1_223p9,223121459.960937500,-92.1344157406,-104.39884753,-92.400221027
physical37_wanted_223p1_223p9,223121533.203125000,-92.3227941746,-104.278304548,-92.608854606
physical37_wanted_223p1_223p9,223121606.445312500,-92.2446972682,-104.580465639,-92.5060391681
physical37_wanted_223p1_223p9,223121679.687500000,-91.6660428427,-104.530866701,-91.8966000964
physical37_wanted_223p1_223p9,223121752.929687500,-92.2301135377,-104.237315709,-92.5126767749
